OID_,Name,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name_1,LakeAddChe,Shape_Leng,Shape_Length,Shape_Area,Area_km2,Area_km2geodesic
753,MpMbMpv,56,0,SC-8B,Y,237453.753,11542.40907,4202165.943,4.202165943,4.205442569
754,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,11542.40907,4202165.943,4.202165943,4.205442569
755,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,11542.40907,4202165.943,4.202165943,4.205442569
756,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,11542.40907,4202165.943,4.202165943,4.205442569
757,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,11542.40907,4202165.943,4.202165943,4.205442569
758,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,11542.40907,4202165.943,4.202165943,4.205442569
759,MpMbMpv,56,0,SC-8B,Y,237453.753,437.9218504,4308.137938,0.004308138,0.00431097
760,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,437.9218504,4308.137938,0.004308138,0.00431097
761,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,437.9218504,4308.137938,0.004308138,0.00431097
762,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,437.9218504,4308.137938,0.004308138,0.00431097
763,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,437.9218504,4308.137938,0.004308138,0.00431097
764,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,437.9218504,4308.137938,0.004308138,0.00431097
765,ApAt,56,0,SC-8B,Y,237453.753,14550.62321,1959890.861,1.959890861,1.961545832
766,ApAt,58,0,siteSC-9A,Y,258694.6456,14550.62321,1959890.861,1.959890861,1.961545832
767,ApAt,59,0,siteSCoutlet170710,Y,263523.1099,14550.62321,1959890.861,1.959890861,1.961545832
768,ApAt,60,0,siteSCoutlet170807,Y,267972.9067,14550.62321,1959890.861,1.959890861,1.961545832
769,ApAt,79,0,siteSC-6B,Y,194569.6103,14550.62321,1959890.861,1.959890861,1.961545832
770,ApAt,82,0,siteSC-7B,Y,213971.6585,14550.62321,1959890.861,1.959890861,1.961545832
771,Cv,56,0,SC-8B,Y,237453.753,243.923389,1687.258766,0.001687259,0.001688524
772,Cv,58,0,siteSC-9A,Y,258694.6456,243.923389,1687.258766,0.001687259,0.001688524
773,Cv,59,0,siteSCoutlet170710,Y,263523.1099,243.923389,1687.258766,0.001687259,0.001688524
774,Cv,60,0,siteSCoutlet170807,Y,267972.9067,243.923389,1687.258766,0.001687259,0.001688524
775,Cv,79,0,siteSC-6B,Y,194569.6103,243.923389,1687.258766,0.001687259,0.001688524
776,Cv,82,0,siteSC-7B,Y,213971.6585,243.923389,1687.258766,0.001687259,0.001688524
777,MhMrMm,50,0,site10,Y,82937.72067,18147.97891,5708615.322,5.708615322,5.71318099
778,MhMrMm,54,0,siteDC-4,Y,127713.0386,18147.97891,5708615.322,5.708615322,5.71318099
779,MhMrMm,56,0,SC-8B,Y,237453.753,18147.97891,5708615.322,5.708615322,5.71318099
780,MhMrMm,58,0,siteSC-9A,Y,258694.6456,18147.97891,5708615.322,5.708615322,5.71318099
781,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,18147.97891,5708615.322,5.708615322,5.71318099
782,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,18147.97891,5708615.322,5.708615322,5.71318099
783,MpMbMpv,50,0,site10,Y,82937.72067,57646.82158,35019679.41,35.01967941,35.04792629
784,MpMbMpv,54,0,siteDC-4,Y,127713.0386,57646.82158,35019679.41,35.01967941,35.04792629
785,MpMbMpv,56,0,SC-8B,Y,237453.753,57646.82158,35019679.41,35.01967941,35.04792629
786,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,57646.82158,35019679.41,35.01967941,35.04792629
787,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,57646.82158,35019679.41,35.01967941,35.04792629
788,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,57646.82158,35019679.41,35.01967941,35.04792629
789,MpMbMpv,50,0,site10,Y,82937.72067,1114.643655,68784.88579,0.068784886,0.068835232
790,MpMbMpv,54,0,siteDC-4,Y,127713.0386,1114.643655,68784.88579,0.068784886,0.068835232
791,MpMbMpv,56,0,SC-8B,Y,237453.753,1114.643655,68784.88579,0.068784886,0.068835232
792,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,1114.643655,68784.88579,0.068784886,0.068835232
793,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,1114.643655,68784.88579,0.068784886,0.068835232
794,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,1114.643655,68784.88579,0.068784886,0.068835232
795,R/Cv,50,0,site10,Y,82937.72067,7426.766919,2667981.093,2.667981093,2.669937149
796,R/Cv,54,0,siteDC-4,Y,127713.0386,7426.766919,2667981.093,2.667981093,2.669937149
797,R/Cv,56,0,SC-8B,Y,237453.753,7426.766919,2667981.093,2.667981093,2.669937149
798,R/Cv,58,0,siteSC-9A,Y,258694.6456,7426.766919,2667981.093,2.667981093,2.669937149
799,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,7426.766919,2667981.093,2.667981093,2.669937149
800,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,7426.766919,2667981.093,2.667981093,2.669937149
801,Cx,38,0,HAUPTS22160726,Y,18972.16236,668.0337997,12546.76438,0.012546764,0.012556547
802,Cx,40,0,HADNTS3160726,Y,19759.42525,668.0337997,12546.76438,0.012546764,0.012556547
803,Cx,41,0,S2UPTS4160617,Y,21949.53018,668.0337997,12546.76438,0.012546764,0.012556547
804,Cx,43,0,S2DNTS5160617,Y,24551.93494,668.0337997,12546.76438,0.012546764,0.012556547
805,Cx,44,0,S3UPTS6160730,Y,25887.85677,668.0337997,12546.76438,0.012546764,0.012556547
806,Cx,46,0,S3DNTS7160730,Y,39206.58459,668.0337997,12546.76438,0.012546764,0.012556547
807,Cx,39,0,HAINTSINFLOW1160617,Y,8350.35635,368.4676505,3733.677457,0.003733677,0.0037365
808,Cx,40,0,HADNTS3160726,Y,19759.42525,368.4676505,3733.677457,0.003733677,0.0037365
809,Cx,41,0,S2UPTS4160617,Y,21949.53018,368.4676505,3733.677457,0.003733677,0.0037365
810,Cx,43,0,S2DNTS5160617,Y,24551.93494,368.4676505,3733.677457,0.003733677,0.0037365
811,Cx,44,0,S3UPTS6160730,Y,25887.85677,368.4676505,3733.677457,0.003733677,0.0037365
812,Cx,46,0,S3DNTS7160730,Y,39206.58459,368.4676505,3733.677457,0.003733677,0.0037365
813,R/Cv,50,0,site10,Y,82937.72067,12251.94375,1716914.142,1.716914142,1.718240249
814,R/Cv,54,0,siteDC-4,Y,127713.0386,12251.94375,1716914.142,1.716914142,1.718240249
815,R/Cv,56,0,SC-8B,Y,237453.753,12251.94375,1716914.142,1.716914142,1.718240249
816,R/Cv,58,0,siteSC-9A,Y,258694.6456,12251.94375,1716914.142,1.716914142,1.718240249
817,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,12251.94375,1716914.142,1.716914142,1.718240249
818,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,12251.94375,1716914.142,1.716914142,1.718240249
819,MpMbMpv,13,0,SDDNTS100150704,Y,6396.227028,851.111585,8440.268751,0.008440269,0.00844696
820,MpMbMpv,14,0,SDDNTS200150704,Y,6690.215488,851.111585,8440.268751,0.008440269,0.00844696
821,MpMbMpv,15,0,SDDNTS300150704,Y,6912.094798,851.111585,8440.268751,0.008440269,0.00844696
822,MpMbMpv,16,0,SDDNTS400150704,Y,7087.512259,851.111585,8440.268751,0.008440269,0.00844696
823,MpMbMpv,45,0,S3INTSINFLOW3160730,Y,35682.3182,851.111585,8440.268751,0.008440269,0.00844696
824,MpMbMpv,46,0,S3DNTS7160730,Y,39206.58459,851.111585,8440.268751,0.008440269,0.00844696
825,MpMbMpv,38,0,HAUPTS22160726,Y,18972.16236,1998.390115,47836.60727,0.047836607,0.047873825
826,MpMbMpv,40,0,HADNTS3160726,Y,19759.42525,1998.390115,47836.60727,0.047836607,0.047873825
827,MpMbMpv,41,0,S2UPTS4160617,Y,21949.53018,1998.390115,47836.60727,0.047836607,0.047873825
828,MpMbMpv,43,0,S2DNTS5160617,Y,24551.93494,1998.390115,47836.60727,0.047836607,0.047873825
829,MpMbMpv,44,0,S3UPTS6160730,Y,25887.85677,1998.390115,47836.60727,0.047836607,0.047873825
830,MpMbMpv,46,0,S3DNTS7160730,Y,39206.58459,1998.390115,47836.60727,0.047836607,0.047873825
831,MpMbMpv,39,0,HAINTSINFLOW1160617,Y,8350.35635,8091.875329,1075826.515,1.075826515,1.076665019
832,MpMbMpv,40,0,HADNTS3160726,Y,19759.42525,8091.875329,1075826.515,1.075826515,1.076665019
833,MpMbMpv,41,0,S2UPTS4160617,Y,21949.53018,8091.875329,1075826.515,1.075826515,1.076665019
834,MpMbMpv,43,0,S2DNTS5160617,Y,24551.93494,8091.875329,1075826.515,1.075826515,1.076665019
835,MpMbMpv,44,0,S3UPTS6160730,Y,25887.85677,8091.875329,1075826.515,1.075826515,1.076665019
836,MpMbMpv,46,0,S3DNTS7160730,Y,39206.58459,8091.875329,1075826.515,1.075826515,1.076665019
837,MpMbMpv,52,0,site57,Y,9837.093023,2774.434809,78605.08528,0.078605085,0.078666373
838,MpMbMpv,53,0,siteDC-3,Y,43137.1669,2774.434809,78605.08528,0.078605085,0.078666373
839,MpMbMpv,54,0,siteDC-4,Y,127713.0386,2774.434809,78605.08528,0.078605085,0.078666373
840,MpMbMpv,56,0,SC-8B,Y,237453.753,2774.434809,78605.08528,0.078605085,0.078666373
841,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,2774.434809,78605.08528,0.078605085,0.078666373
842,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,2774.434809,78605.08528,0.078605085,0.078666373
843,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,2774.434809,78605.08528,0.078605085,0.078666373
844,ApAt,56,0,SC-8B,Y,237453.753,252.6859626,2179.4021,0.002179402,0.002180871
845,ApAt,58,0,siteSC-9A,Y,258694.6456,252.6859626,2179.4021,0.002179402,0.002180871
846,ApAt,59,0,siteSCoutlet170710,Y,263523.1099,252.6859626,2179.4021,0.002179402,0.002180871
847,ApAt,60,0,siteSCoutlet170807,Y,267972.9067,252.6859626,2179.4021,0.002179402,0.002180871
848,ApAt,78,0,siteSC-5B,Y,162850.4689,252.6859626,2179.4021,0.002179402,0.002180871
849,ApAt,79,0,siteSC-6B,Y,194569.6103,252.6859626,2179.4021,0.002179402,0.002180871
850,ApAt,82,0,siteSC-7B,Y,213971.6585,252.6859626,2179.4021,0.002179402,0.002180871
851,R/Cv,56,0,SC-8B,Y,237453.753,3869.846413,583661.7062,0.583661706,0.584104217
852,R/Cv,58,0,siteSC-9A,Y,258694.6456,3869.846413,583661.7062,0.583661706,0.584104217
853,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,3869.846413,583661.7062,0.583661706,0.584104217
854,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,3869.846413,583661.7062,0.583661706,0.584104217
855,R/Cv,75,0,site24,Y,13663.57841,3869.846413,583661.7062,0.583661706,0.584104217
856,R/Cv,79,0,siteSC-6B,Y,194569.6103,3869.846413,583661.7062,0.583661706,0.584104217
857,R/Cv,82,0,siteSC-7B,Y,213971.6585,3869.846413,583661.7062,0.583661706,0.584104217
858,R/Cv,56,0,SC-8B,Y,237453.753,7321.874093,1253225.853,1.253225853,1.254191829
859,R/Cv,58,0,siteSC-9A,Y,258694.6456,7321.874093,1253225.853,1.253225853,1.254191829
860,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,7321.874093,1253225.853,1.253225853,1.254191829
861,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,7321.874093,1253225.853,1.253225853,1.254191829
862,R/Cv,78,0,siteSC-5B,Y,162850.4689,7321.874093,1253225.853,1.253225853,1.254191829
863,R/Cv,79,0,siteSC-6B,Y,194569.6103,7321.874093,1253225.853,1.253225853,1.254191829
864,R/Cv,82,0,siteSC-7B,Y,213971.6585,7321.874093,1253225.853,1.253225853,1.254191829
865,R/Cv,56,0,SC-8B,Y,237453.753,1641.410207,173557.791,0.173557791,0.173680723
866,R/Cv,58,0,siteSC-9A,Y,258694.6456,1641.410207,173557.791,0.173557791,0.173680723
867,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,1641.410207,173557.791,0.173557791,0.173680723
868,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,1641.410207,173557.791,0.173557791,0.173680723
869,R/Cv,76,0,site23,Y,26301.05699,1641.410207,173557.791,0.173557791,0.173680723
870,R/Cv,79,0,siteSC-6B,Y,194569.6103,1641.410207,173557.791,0.173557791,0.173680723
871,R/Cv,82,0,siteSC-7B,Y,213971.6585,1641.410207,173557.791,0.173557791,0.173680723
872,R/Cv,56,0,SC-8B,Y,237453.753,1156.083352,76925.69411,0.076925694,0.076981854
873,R/Cv,58,0,siteSC-9A,Y,258694.6456,1156.083352,76925.69411,0.076925694,0.076981854
874,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,1156.083352,76925.69411,0.076925694,0.076981854
875,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,1156.083352,76925.69411,0.076925694,0.076981854
876,R/Cv,75,0,site24,Y,13663.57841,1156.083352,76925.69411,0.076925694,0.076981854
877,R/Cv,79,0,siteSC-6B,Y,194569.6103,1156.083352,76925.69411,0.076925694,0.076981854
878,R/Cv,82,0,siteSC-7B,Y,213971.6585,1156.083352,76925.69411,0.076925694,0.076981854
879,R/Cv,56,0,SC-8B,Y,237453.753,2286.923299,179366.4655,0.179366466,0.179498339
880,R/Cv,58,0,siteSC-9A,Y,258694.6456,2286.923299,179366.4655,0.179366466,0.179498339
881,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,2286.923299,179366.4655,0.179366466,0.179498339
882,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,2286.923299,179366.4655,0.179366466,0.179498339
883,R/Cv,76,0,site23,Y,26301.05699,2286.923299,179366.4655,0.179366466,0.179498339
884,R/Cv,79,0,siteSC-6B,Y,194569.6103,2286.923299,179366.4655,0.179366466,0.179498339
885,R/Cv,82,0,siteSC-7B,Y,213971.6585,2286.923299,179366.4655,0.179366466,0.179498339
886,R/Cv,56,0,SC-8B,Y,237453.753,4825.964751,1015112.613,1.015112613,1.015850645
887,R/Cv,58,0,siteSC-9A,Y,258694.6456,4825.964751,1015112.613,1.015112613,1.015850645
888,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,4825.964751,1015112.613,1.015112613,1.015850645
889,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,4825.964751,1015112.613,1.015112613,1.015850645
890,R/Cv,76,0,site23,Y,26301.05699,4825.964751,1015112.613,1.015112613,1.015850645
891,R/Cv,79,0,siteSC-6B,Y,194569.6103,4825.964751,1015112.613,1.015112613,1.015850645
892,R/Cv,82,0,siteSC-7B,Y,213971.6585,4825.964751,1015112.613,1.015112613,1.015850645
893,R/Cv,56,0,SC-8B,Y,237453.753,4031.450632,494892.7703,0.49489277,0.495217069
894,R/Cv,58,0,siteSC-9A,Y,258694.6456,4031.450632,494892.7703,0.49489277,0.495217069
895,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,4031.450632,494892.7703,0.49489277,0.495217069
896,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,4031.450632,494892.7703,0.49489277,0.495217069
897,R/Cv,76,0,site23,Y,26301.05699,4031.450632,494892.7703,0.49489277,0.495217069
898,R/Cv,79,0,siteSC-6B,Y,194569.6103,4031.450632,494892.7703,0.49489277,0.495217069
899,R/Cv,82,0,siteSC-7B,Y,213971.6585,4031.450632,494892.7703,0.49489277,0.495217069
900,R/Cv,56,0,SC-8B,Y,237453.753,5028.697826,349687.0962,0.349687096,0.349953197
901,R/Cv,58,0,siteSC-9A,Y,258694.6456,5028.697826,349687.0962,0.349687096,0.349953197
902,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,5028.697826,349687.0962,0.349687096,0.349953197
903,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,5028.697826,349687.0962,0.349687096,0.349953197
904,R/Cv,75,0,site24,Y,13663.57841,5028.697826,349687.0962,0.349687096,0.349953197
905,R/Cv,79,0,siteSC-6B,Y,194569.6103,5028.697826,349687.0962,0.349687096,0.349953197
906,R/Cv,82,0,siteSC-7B,Y,213971.6585,5028.697826,349687.0962,0.349687096,0.349953197
907,R/Cv,56,0,SC-8B,Y,237453.753,19404.92494,2908614.567,2.908614567,2.910738049
908,R/Cv,58,0,siteSC-9A,Y,258694.6456,19404.92494,2908614.567,2.908614567,2.910738049
909,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,19404.92494,2908614.567,2.908614567,2.910738049
910,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,19404.92494,2908614.567,2.908614567,2.910738049
911,R/Cv,76,0,site23,Y,26301.05699,19404.92494,2908614.567,2.908614567,2.910738049
912,R/Cv,79,0,siteSC-6B,Y,194569.6103,19404.92494,2908614.567,2.908614567,2.910738049
913,R/Cv,82,0,siteSC-7B,Y,213971.6585,19404.92494,2908614.567,2.908614567,2.910738049
914,Mv,56,0,SC-8B,Y,237453.753,3304.251891,146097.4308,0.146097431,0.146205989
915,Mv,58,0,siteSC-9A,Y,258694.6456,3304.251891,146097.4308,0.146097431,0.146205989
916,Mv,59,0,siteSCoutlet170710,Y,263523.1099,3304.251891,146097.4308,0.146097431,0.146205989
917,Mv,60,0,siteSCoutlet170807,Y,267972.9067,3304.251891,146097.4308,0.146097431,0.146205989
918,Mv,78,0,siteSC-5B,Y,162850.4689,3304.251891,146097.4308,0.146097431,0.146205989
919,Mv,79,0,siteSC-6B,Y,194569.6103,3304.251891,146097.4308,0.146097431,0.146205989
920,Mv,82,0,siteSC-7B,Y,213971.6585,3304.251891,146097.4308,0.146097431,0.146205989
921,Mv,56,0,SC-8B,Y,237453.753,6731.873685,1242450.546,1.242450546,1.243395457
922,Mv,58,0,siteSC-9A,Y,258694.6456,6731.873685,1242450.546,1.242450546,1.243395457
923,Mv,59,0,siteSCoutlet170710,Y,263523.1099,6731.873685,1242450.546,1.242450546,1.243395457
924,Mv,60,0,siteSCoutlet170807,Y,267972.9067,6731.873685,1242450.546,1.242450546,1.243395457
925,Mv,78,0,siteSC-5B,Y,162850.4689,6731.873685,1242450.546,1.242450546,1.243395457
926,Mv,79,0,siteSC-6B,Y,194569.6103,6731.873685,1242450.546,1.242450546,1.243395457
927,Mv,82,0,siteSC-7B,Y,213971.6585,6731.873685,1242450.546,1.242450546,1.243395457
928,Mv,56,0,SC-8B,Y,237453.753,10274.28504,2349978.473,2.349978473,2.351739599
929,Mv,58,0,siteSC-9A,Y,258694.6456,10274.28504,2349978.473,2.349978473,2.351739599
930,Mv,59,0,siteSCoutlet170710,Y,263523.1099,10274.28504,2349978.473,2.349978473,2.351739599
931,Mv,60,0,siteSCoutlet170807,Y,267972.9067,10274.28504,2349978.473,2.349978473,2.351739599
932,Mv,78,0,siteSC-5B,Y,162850.4689,10274.28504,2349978.473,2.349978473,2.351739599
933,Mv,79,0,siteSC-6B,Y,194569.6103,10274.28504,2349978.473,2.349978473,2.351739599
934,Mv,82,0,siteSC-7B,Y,213971.6585,10274.28504,2349978.473,2.349978473,2.351739599
935,Mv,56,0,SC-8B,Y,237453.753,6836.433456,1181650.639,1.181650639,1.182548803
936,Mv,58,0,siteSC-9A,Y,258694.6456,6836.433456,1181650.639,1.181650639,1.182548803
937,Mv,59,0,siteSCoutlet170710,Y,263523.1099,6836.433456,1181650.639,1.181650639,1.182548803
938,Mv,60,0,siteSCoutlet170807,Y,267972.9067,6836.433456,1181650.639,1.181650639,1.182548803
939,Mv,78,0,siteSC-5B,Y,162850.4689,6836.433456,1181650.639,1.181650639,1.182548803
940,Mv,79,0,siteSC-6B,Y,194569.6103,6836.433456,1181650.639,1.181650639,1.182548803
941,Mv,82,0,siteSC-7B,Y,213971.6585,6836.433456,1181650.639,1.181650639,1.182548803
942,Mv,56,0,SC-8B,Y,237453.753,285.8298754,727.2757372,0.000727276,0.000727407
943,Mv,58,0,siteSC-9A,Y,258694.6456,285.8298754,727.2757372,0.000727276,0.000727407
944,Mv,59,0,siteSCoutlet170710,Y,263523.1099,285.8298754,727.2757372,0.000727276,0.000727407
945,Mv,60,0,siteSCoutlet170807,Y,267972.9067,285.8298754,727.2757372,0.000727276,0.000727407
946,Mv,79,0,siteSC-6B,Y,194569.6103,285.8298754,727.2757372,0.000727276,0.000727407
947,Mv,82,0,siteSC-7B,Y,213971.6585,285.8298754,727.2757372,0.000727276,0.000727407
948,MpMbMpv,56,0,SC-8B,Y,237453.753,285.8298754,727.2757372,0.000727276,0.000727407
949,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,285.8298754,727.2757372,0.000727276,0.000727407
950,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,285.8298754,727.2757372,0.000727276,0.000727407
951,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,285.8298754,727.2757372,0.000727276,0.000727407
952,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,285.8298754,727.2757372,0.000727276,0.000727407
953,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,285.8298754,727.2757372,0.000727276,0.000727407
954,Mv,56,0,SC-8B,Y,237453.753,5026.66933,971273.7614,0.971273761,0.97202335
955,Mv,58,0,siteSC-9A,Y,258694.6456,5026.66933,971273.7614,0.971273761,0.97202335
956,Mv,59,0,siteSCoutlet170710,Y,263523.1099,5026.66933,971273.7614,0.971273761,0.97202335
957,Mv,60,0,siteSCoutlet170807,Y,267972.9067,5026.66933,971273.7614,0.971273761,0.97202335
958,Mv,78,0,siteSC-5B,Y,162850.4689,5026.66933,971273.7614,0.971273761,0.97202335
959,Mv,79,0,siteSC-6B,Y,194569.6103,5026.66933,971273.7614,0.971273761,0.97202335
960,Mv,82,0,siteSC-7B,Y,213971.6585,5026.66933,971273.7614,0.971273761,0.97202335
961,MhMrMm,50,0,site10,Y,82937.72067,29836.26509,12970506.91,12.97050691,12.98078535
962,MhMrMm,54,0,siteDC-4,Y,127713.0386,29836.26509,12970506.91,12.97050691,12.98078535
963,MhMrMm,56,0,SC-8B,Y,237453.753,29836.26509,12970506.91,12.97050691,12.98078535
964,MhMrMm,58,0,siteSC-9A,Y,258694.6456,29836.26509,12970506.91,12.97050691,12.98078535
965,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,29836.26509,12970506.91,12.97050691,12.98078535
966,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,29836.26509,12970506.91,12.97050691,12.98078535
967,MhMrMm,50,0,site10,Y,82937.72067,29836.26509,12970506.91,12.97050691,12.98078535
968,MhMrMm,54,0,siteDC-4,Y,127713.0386,29836.26509,12970506.91,12.97050691,12.98078535
969,MhMrMm,56,0,SC-8B,Y,237453.753,29836.26509,12970506.91,12.97050691,12.98078535
970,MhMrMm,58,0,siteSC-9A,Y,258694.6456,29836.26509,12970506.91,12.97050691,12.98078535
971,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,29836.26509,12970506.91,12.97050691,12.98078535
972,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,29836.26509,12970506.91,12.97050691,12.98078535
973,MhMrMm,56,0,SC-8B,Y,237453.753,6079.618692,940920.6765,0.940920677,0.941674838
974,MhMrMm,58,0,siteSC-9A,Y,258694.6456,6079.618692,940920.6765,0.940920677,0.941674838
975,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,6079.618692,940920.6765,0.940920677,0.941674838
976,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,6079.618692,940920.6765,0.940920677,0.941674838
977,MhMrMm,79,0,siteSC-6B,Y,194569.6103,6079.618692,940920.6765,0.940920677,0.941674838
978,MhMrMm,82,0,siteSC-7B,Y,213971.6585,6079.618692,940920.6765,0.940920677,0.941674838
979,MhMrMm,56,0,SC-8B,Y,237453.753,6079.618692,940920.6765,0.940920677,0.941674838
980,MhMrMm,58,0,siteSC-9A,Y,258694.6456,6079.618692,940920.6765,0.940920677,0.941674838
981,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,6079.618692,940920.6765,0.940920677,0.941674838
982,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,6079.618692,940920.6765,0.940920677,0.941674838
983,MhMrMm,79,0,siteSC-6B,Y,194569.6103,6079.618692,940920.6765,0.940920677,0.941674838
984,MhMrMm,82,0,siteSC-7B,Y,213971.6585,6079.618692,940920.6765,0.940920677,0.941674838
985,MhMrMm,56,0,SC-8B,Y,237453.753,2787.108105,208016.9527,0.208016953,0.208167888
986,MhMrMm,58,0,siteSC-9A,Y,258694.6456,2787.108105,208016.9527,0.208016953,0.208167888
987,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,2787.108105,208016.9527,0.208016953,0.208167888
988,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,2787.108105,208016.9527,0.208016953,0.208167888
989,MhMrMm,78,0,siteSC-5B,Y,162850.4689,2787.108105,208016.9527,0.208016953,0.208167888
990,MhMrMm,79,0,siteSC-6B,Y,194569.6103,2787.108105,208016.9527,0.208016953,0.208167888
991,MhMrMm,82,0,siteSC-7B,Y,213971.6585,2787.108105,208016.9527,0.208016953,0.208167888
992,Mv,56,0,SC-8B,Y,237453.753,1.020905782,0.0170283,1.70283E-08,1.70416E-08
993,Mv,58,0,siteSC-9A,Y,258694.6456,1.020905782,0.0170283,1.70283E-08,1.70416E-08
994,Mv,59,0,siteSCoutlet170710,Y,263523.1099,1.020905782,0.0170283,1.70283E-08,1.70416E-08
995,Mv,60,0,siteSCoutlet170807,Y,267972.9067,1.020905782,0.0170283,1.70283E-08,1.70416E-08
996,Mv,79,0,siteSC-6B,Y,194569.6103,1.020905782,0.0170283,1.70283E-08,1.70416E-08
997,Mv,82,0,siteSC-7B,Y,213971.6585,1.020905782,0.0170283,1.70283E-08,1.70416E-08
998,MpMbMpv,56,0,SC-8B,Y,237453.753,1.020905782,0.0170283,1.70283E-08,1.70416E-08
999,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,1.020905782,0.0170283,1.70283E-08,1.70416E-08
1000,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,1.020905782,0.0170283,1.70283E-08,1.70416E-08
1001,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,1.020905782,0.0170283,1.70283E-08,1.70416E-08
1002,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,1.020905782,0.0170283,1.70283E-08,1.70416E-08
1003,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,1.020905782,0.0170283,1.70283E-08,1.70416E-08
1004,MpMbMpv,56,0,SC-8B,Y,237453.753,193.6379327,748.7641228,0.000748764,0.00074902
1005,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,193.6379327,748.7641228,0.000748764,0.00074902
1006,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,193.6379327,748.7641228,0.000748764,0.00074902
1007,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,193.6379327,748.7641228,0.000748764,0.00074902
1008,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,193.6379327,748.7641228,0.000748764,0.00074902
1009,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,193.6379327,748.7641228,0.000748764,0.00074902
1010,Cx,56,0,SC-8B,Y,237453.753,193.6379327,748.7641228,0.000748764,0.00074902
1011,Cx,58,0,siteSC-9A,Y,258694.6456,193.6379327,748.7641228,0.000748764,0.00074902
