OID_,FID_Ch5_region_surf_geol_NAD83UTMZn8N,Type,Name,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name_1,WatershedArea,LakeAddCheck,Shape_Length,Shape_Area,polygonareakm2
1509,2,P,Piedmont,31,,SEDNTS400150821,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1510,2,P,Piedmont,32,,SEDNTS600150706,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1511,2,P,Piedmont,33,,SEDNTS600150821,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1512,2,P,Piedmont,34,,SEDNTS800150706,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1513,2,P,Piedmont,35,,SEDNTS800150821,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1514,2,P,Piedmont,36,,SEDNTS1000150706,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1515,2,P,Piedmont,37,,SEDNTS1000150821,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1516,2,P,Piedmont,38,,HAUPTS2160617,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1517,2,P,Piedmont,39,,HAUPTS22160726,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1518,2,P,Piedmont,41,,HADNTS3160726,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1519,2,P,Piedmont,42,,S2UPTS4160617,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1520,2,P,Piedmont,44,,S2DNTS5160617,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1521,2,P,Piedmont,45,,S3UPTS6160730,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1522,2,P,Piedmont,47,,S3DNTS7160730,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1523,9,C,Colluvial,18,,SEUP160617,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1524,9,C,Colluvial,19,,SEUP150706,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1525,9,C,Colluvial,20,,SEDN160725,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1526,9,C,Colluvial,21,,SEDN150706,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1527,9,C,Colluvial,22,,SEDN160617,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1528,9,C,Colluvial,23,,SEDNTS100150706,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1529,9,C,Colluvial,24,,SEDNTS100150821,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1530,9,C,Colluvial,25,,SEDNTS200150706,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1531,9,C,Colluvial,26,,SEDNTS200150821,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1532,9,C,Colluvial,27,,SEDNTSA160725,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1533,9,C,Colluvial,29,,SEDNTSC160725,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1534,9,C,Colluvial,30,,SEDNTS400150706,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1535,9,C,Colluvial,31,,SEDNTS400150821,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1536,9,C,Colluvial,32,,SEDNTS600150706,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1537,9,C,Colluvial,33,,SEDNTS600150821,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1538,9,C,Colluvial,34,,SEDNTS800150706,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1539,9,C,Colluvial,35,,SEDNTS800150821,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1540,9,C,Colluvial,36,,SEDNTS1000150706,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1541,9,C,Colluvial,37,,SEDNTS1000150821,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1542,9,C,Colluvial,38,,HAUPTS2160617,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1543,9,C,Colluvial,39,,HAUPTS22160726,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1544,9,C,Colluvial,41,,HADNTS3160726,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1545,9,C,Colluvial,42,,S2UPTS4160617,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1546,9,C,Colluvial,44,,S2DNTS5160617,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1547,9,C,Colluvial,45,,S3UPTS6160730,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
1548,9,C,Colluvial,47,,S3DNTS7160730,,Y,14392.568659674552691,4347603.381421031430364,4.347603381421031
