OID_,FID_Ch5_region_surf_geol_NAD83UTMZn8N,Type,Name,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name_1,WatershedArea,LakeAddCheck,Shape_Length,Shape_Area,polygonareakm2
1010,9,C,Colluvial,45,,S3UPTS6160730,,Y,1641.773774415404432,70707.174732617582777,0.070707174732618
1011,9,C,Colluvial,47,,S3DNTS7160730,,Y,1641.773774415404432,70707.174732617582777,0.070707174732618
1012,2,P,Piedmont,31,,SEDNTS400150821,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1013,2,P,Piedmont,32,,SEDNTS600150706,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1014,2,P,Piedmont,33,,SEDNTS600150821,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1015,2,P,Piedmont,34,,SEDNTS800150706,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1016,2,P,Piedmont,35,,SEDNTS800150821,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1017,2,P,Piedmont,36,,SEDNTS1000150706,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1018,2,P,Piedmont,37,,SEDNTS1000150821,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1019,2,P,Piedmont,38,,HAUPTS2160617,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1020,2,P,Piedmont,39,,HAUPTS22160726,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1021,2,P,Piedmont,41,,HADNTS3160726,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1022,2,P,Piedmont,42,,S2UPTS4160617,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1023,2,P,Piedmont,44,,S2DNTS5160617,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1024,2,P,Piedmont,45,,S3UPTS6160730,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1025,2,P,Piedmont,47,,S3DNTS7160730,,Y,1483.910137013598160,12736.086545846714216,0.012736086545847
1026,9,C,Colluvial,31,,SEDNTS400150821,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1027,9,C,Colluvial,32,,SEDNTS600150706,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1028,9,C,Colluvial,33,,SEDNTS600150821,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1029,9,C,Colluvial,34,,SEDNTS800150706,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1030,9,C,Colluvial,35,,SEDNTS800150821,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1031,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1032,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1033,9,C,Colluvial,38,,HAUPTS2160617,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1034,9,C,Colluvial,39,,HAUPTS22160726,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1035,9,C,Colluvial,41,,HADNTS3160726,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1036,9,C,Colluvial,42,,S2UPTS4160617,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1037,9,C,Colluvial,44,,S2DNTS5160617,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1038,9,C,Colluvial,45,,S3UPTS6160730,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1039,9,C,Colluvial,47,,S3DNTS7160730,,Y,1609.587069480305672,31297.315861419319845,0.031297315861419
1040,2,P,Piedmont,30,,SEDNTS400150706,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1041,2,P,Piedmont,31,,SEDNTS400150821,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1042,2,P,Piedmont,32,,SEDNTS600150706,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1043,2,P,Piedmont,33,,SEDNTS600150821,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1044,2,P,Piedmont,34,,SEDNTS800150706,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1045,2,P,Piedmont,35,,SEDNTS800150821,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1046,2,P,Piedmont,36,,SEDNTS1000150706,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1047,2,P,Piedmont,37,,SEDNTS1000150821,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1048,2,P,Piedmont,38,,HAUPTS2160617,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1049,2,P,Piedmont,39,,HAUPTS22160726,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1050,2,P,Piedmont,41,,HADNTS3160726,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1051,2,P,Piedmont,42,,S2UPTS4160617,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1052,2,P,Piedmont,44,,S2DNTS5160617,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1053,2,P,Piedmont,45,,S3UPTS6160730,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1054,2,P,Piedmont,47,,S3DNTS7160730,,Y,895.485606707722013,6998.323923998112150,0.006998323923998
1055,9,C,Colluvial,30,,SEDNTS400150706,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1056,9,C,Colluvial,31,,SEDNTS400150821,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1057,9,C,Colluvial,32,,SEDNTS600150706,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1058,9,C,Colluvial,33,,SEDNTS600150821,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1059,9,C,Colluvial,34,,SEDNTS800150706,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1060,9,C,Colluvial,35,,SEDNTS800150821,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1061,9,C,Colluvial,36,,SEDNTS1000150706,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1062,9,C,Colluvial,37,,SEDNTS1000150821,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1063,9,C,Colluvial,38,,HAUPTS2160617,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1064,9,C,Colluvial,39,,HAUPTS22160726,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1065,9,C,Colluvial,41,,HADNTS3160726,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1066,9,C,Colluvial,42,,S2UPTS4160617,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1067,9,C,Colluvial,44,,S2DNTS5160617,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1068,9,C,Colluvial,45,,S3UPTS6160730,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1069,9,C,Colluvial,47,,S3DNTS7160730,,Y,829.771897522721474,10405.982523166687315,0.010405982523167
1070,2,P,Piedmont,29,,SEDNTSC160725,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1071,2,P,Piedmont,30,,SEDNTS400150706,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1072,2,P,Piedmont,31,,SEDNTS400150821,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1073,2,P,Piedmont,32,,SEDNTS600150706,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1074,2,P,Piedmont,33,,SEDNTS600150821,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1075,2,P,Piedmont,34,,SEDNTS800150706,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1076,2,P,Piedmont,35,,SEDNTS800150821,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1077,2,P,Piedmont,36,,SEDNTS1000150706,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1078,2,P,Piedmont,37,,SEDNTS1000150821,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1079,2,P,Piedmont,38,,HAUPTS2160617,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1080,2,P,Piedmont,39,,HAUPTS22160726,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1081,2,P,Piedmont,41,,HADNTS3160726,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1082,2,P,Piedmont,42,,S2UPTS4160617,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1083,2,P,Piedmont,44,,S2DNTS5160617,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1084,2,P,Piedmont,45,,S3UPTS6160730,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1085,2,P,Piedmont,47,,S3DNTS7160730,,Y,518.533036516465131,3945.742313182960970,0.003945742313183
1086,9,C,Colluvial,29,,SEDNTSC160725,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1087,9,C,Colluvial,30,,SEDNTS400150706,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1088,9,C,Colluvial,31,,SEDNTS400150821,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1089,9,C,Colluvial,32,,SEDNTS600150706,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1090,9,C,Colluvial,33,,SEDNTS600150821,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1091,9,C,Colluvial,34,,SEDNTS800150706,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1092,9,C,Colluvial,35,,SEDNTS800150821,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1093,9,C,Colluvial,36,,SEDNTS1000150706,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1094,9,C,Colluvial,37,,SEDNTS1000150821,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1095,9,C,Colluvial,38,,HAUPTS2160617,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1096,9,C,Colluvial,39,,HAUPTS22160726,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1097,9,C,Colluvial,41,,HADNTS3160726,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1098,9,C,Colluvial,42,,S2UPTS4160617,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1099,9,C,Colluvial,44,,S2DNTS5160617,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1100,9,C,Colluvial,45,,S3UPTS6160730,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1101,9,C,Colluvial,47,,S3DNTS7160730,,Y,917.566494448958565,7167.663674027798152,0.007167663674028
1102,2,P,Piedmont,28,,SEDNTSB160725,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1103,2,P,Piedmont,29,,SEDNTSC160725,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1104,2,P,Piedmont,30,,SEDNTS400150706,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1105,2,P,Piedmont,31,,SEDNTS400150821,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1106,2,P,Piedmont,32,,SEDNTS600150706,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1107,2,P,Piedmont,33,,SEDNTS600150821,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1108,2,P,Piedmont,34,,SEDNTS800150706,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1109,2,P,Piedmont,35,,SEDNTS800150821,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1110,2,P,Piedmont,36,,SEDNTS1000150706,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1111,2,P,Piedmont,37,,SEDNTS1000150821,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1112,2,P,Piedmont,38,,HAUPTS2160617,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1113,2,P,Piedmont,39,,HAUPTS22160726,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1114,2,P,Piedmont,41,,HADNTS3160726,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1115,2,P,Piedmont,42,,S2UPTS4160617,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1116,2,P,Piedmont,44,,S2DNTS5160617,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1117,2,P,Piedmont,45,,S3UPTS6160730,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1118,2,P,Piedmont,47,,S3DNTS7160730,,Y,4692.287065333715873,662613.589647400891408,0.662613589647401
1119,9,C,Colluvial,27,,SEDNTSA160725,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1120,9,C,Colluvial,29,,SEDNTSC160725,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1121,9,C,Colluvial,30,,SEDNTS400150706,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1122,9,C,Colluvial,31,,SEDNTS400150821,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1123,9,C,Colluvial,32,,SEDNTS600150706,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1124,9,C,Colluvial,33,,SEDNTS600150821,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1125,9,C,Colluvial,34,,SEDNTS800150706,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1126,9,C,Colluvial,35,,SEDNTS800150821,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1127,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1128,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1129,9,C,Colluvial,38,,HAUPTS2160617,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1130,9,C,Colluvial,39,,HAUPTS22160726,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1131,9,C,Colluvial,41,,HADNTS3160726,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1132,9,C,Colluvial,42,,S2UPTS4160617,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1133,9,C,Colluvial,44,,S2DNTS5160617,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1134,9,C,Colluvial,45,,S3UPTS6160730,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1135,9,C,Colluvial,47,,S3DNTS7160730,,Y,1524.979934629113586,40046.892919376303325,0.040046892919376
1136,9,C,Colluvial,28,,SEDNTSB160725,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1137,9,C,Colluvial,29,,SEDNTSC160725,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1138,9,C,Colluvial,30,,SEDNTS400150706,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1139,9,C,Colluvial,31,,SEDNTS400150821,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1140,9,C,Colluvial,32,,SEDNTS600150706,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1141,9,C,Colluvial,33,,SEDNTS600150821,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1142,9,C,Colluvial,34,,SEDNTS800150706,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1143,9,C,Colluvial,35,,SEDNTS800150821,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1144,9,C,Colluvial,36,,SEDNTS1000150706,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1145,9,C,Colluvial,37,,SEDNTS1000150821,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1146,9,C,Colluvial,38,,HAUPTS2160617,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1147,9,C,Colluvial,39,,HAUPTS22160726,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1148,9,C,Colluvial,41,,HADNTS3160726,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1149,9,C,Colluvial,42,,S2UPTS4160617,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1150,9,C,Colluvial,44,,S2DNTS5160617,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1151,9,C,Colluvial,45,,S3UPTS6160730,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1152,9,C,Colluvial,47,,S3DNTS7160730,,Y,2632.496176431198364,130908.973310046421830,0.130908973310046
1153,2,P,Piedmont,26,,SEDNTS200150821,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1154,2,P,Piedmont,27,,SEDNTSA160725,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1155,2,P,Piedmont,29,,SEDNTSC160725,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1156,2,P,Piedmont,30,,SEDNTS400150706,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1157,2,P,Piedmont,31,,SEDNTS400150821,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1158,2,P,Piedmont,32,,SEDNTS600150706,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1159,2,P,Piedmont,33,,SEDNTS600150821,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1160,2,P,Piedmont,34,,SEDNTS800150706,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1161,2,P,Piedmont,35,,SEDNTS800150821,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1162,2,P,Piedmont,36,,SEDNTS1000150706,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1163,2,P,Piedmont,37,,SEDNTS1000150821,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1164,2,P,Piedmont,38,,HAUPTS2160617,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1165,2,P,Piedmont,39,,HAUPTS22160726,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1166,2,P,Piedmont,41,,HADNTS3160726,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1167,2,P,Piedmont,42,,S2UPTS4160617,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1168,2,P,Piedmont,44,,S2DNTS5160617,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1169,2,P,Piedmont,45,,S3UPTS6160730,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1170,2,P,Piedmont,47,,S3DNTS7160730,,Y,815.328317978710743,15242.458134624337617,0.015242458134624
1171,9,C,Colluvial,26,,SEDNTS200150821,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1172,9,C,Colluvial,27,,SEDNTSA160725,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1173,9,C,Colluvial,29,,SEDNTSC160725,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1174,9,C,Colluvial,30,,SEDNTS400150706,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1175,9,C,Colluvial,31,,SEDNTS400150821,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1176,9,C,Colluvial,32,,SEDNTS600150706,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1177,9,C,Colluvial,33,,SEDNTS600150821,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1178,9,C,Colluvial,34,,SEDNTS800150706,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1179,9,C,Colluvial,35,,SEDNTS800150821,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1180,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1181,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1182,9,C,Colluvial,38,,HAUPTS2160617,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1183,9,C,Colluvial,39,,HAUPTS22160726,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1184,9,C,Colluvial,41,,HADNTS3160726,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1185,9,C,Colluvial,42,,S2UPTS4160617,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1186,9,C,Colluvial,44,,S2DNTS5160617,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1187,9,C,Colluvial,45,,S3UPTS6160730,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1188,9,C,Colluvial,47,,S3DNTS7160730,,Y,1812.023444092967793,28163.333892829607066,0.028163333892830
1189,2,P,Piedmont,25,,SEDNTS200150706,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1190,2,P,Piedmont,26,,SEDNTS200150821,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1191,2,P,Piedmont,27,,SEDNTSA160725,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1192,2,P,Piedmont,29,,SEDNTSC160725,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1193,2,P,Piedmont,30,,SEDNTS400150706,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1194,2,P,Piedmont,31,,SEDNTS400150821,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1195,2,P,Piedmont,32,,SEDNTS600150706,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1196,2,P,Piedmont,33,,SEDNTS600150821,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1197,2,P,Piedmont,34,,SEDNTS800150706,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1198,2,P,Piedmont,35,,SEDNTS800150821,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1199,2,P,Piedmont,36,,SEDNTS1000150706,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1200,2,P,Piedmont,37,,SEDNTS1000150821,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1201,2,P,Piedmont,38,,HAUPTS2160617,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1202,2,P,Piedmont,39,,HAUPTS22160726,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1203,2,P,Piedmont,41,,HADNTS3160726,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1204,2,P,Piedmont,42,,S2UPTS4160617,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1205,2,P,Piedmont,44,,S2DNTS5160617,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1206,2,P,Piedmont,45,,S3UPTS6160730,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1207,2,P,Piedmont,47,,S3DNTS7160730,,Y,856.897288810503255,12093.070288369188347,0.012093070288369
1208,9,C,Colluvial,25,,SEDNTS200150706,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1209,9,C,Colluvial,26,,SEDNTS200150821,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1210,9,C,Colluvial,27,,SEDNTSA160725,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1211,9,C,Colluvial,29,,SEDNTSC160725,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1212,9,C,Colluvial,30,,SEDNTS400150706,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1213,9,C,Colluvial,31,,SEDNTS400150821,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1214,9,C,Colluvial,32,,SEDNTS600150706,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1215,9,C,Colluvial,33,,SEDNTS600150821,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1216,9,C,Colluvial,34,,SEDNTS800150706,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1217,9,C,Colluvial,35,,SEDNTS800150821,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1218,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1219,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1220,9,C,Colluvial,38,,HAUPTS2160617,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1221,9,C,Colluvial,39,,HAUPTS22160726,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1222,9,C,Colluvial,41,,HADNTS3160726,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1223,9,C,Colluvial,42,,S2UPTS4160617,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1224,9,C,Colluvial,44,,S2DNTS5160617,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1225,9,C,Colluvial,45,,S3UPTS6160730,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1226,9,C,Colluvial,47,,S3DNTS7160730,,Y,1577.072709882084837,33192.259814025383093,0.033192259814025
1227,2,P,Piedmont,24,,SEDNTS100150821,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1228,2,P,Piedmont,25,,SEDNTS200150706,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1229,2,P,Piedmont,26,,SEDNTS200150821,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1230,2,P,Piedmont,27,,SEDNTSA160725,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1231,2,P,Piedmont,29,,SEDNTSC160725,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1232,2,P,Piedmont,30,,SEDNTS400150706,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1233,2,P,Piedmont,31,,SEDNTS400150821,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1234,2,P,Piedmont,32,,SEDNTS600150706,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1235,2,P,Piedmont,33,,SEDNTS600150821,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1236,2,P,Piedmont,34,,SEDNTS800150706,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1237,2,P,Piedmont,35,,SEDNTS800150821,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1238,2,P,Piedmont,36,,SEDNTS1000150706,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1239,2,P,Piedmont,37,,SEDNTS1000150821,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1240,2,P,Piedmont,38,,HAUPTS2160617,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1241,2,P,Piedmont,39,,HAUPTS22160726,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1242,2,P,Piedmont,41,,HADNTS3160726,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1243,2,P,Piedmont,42,,S2UPTS4160617,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1244,2,P,Piedmont,44,,S2DNTS5160617,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1245,2,P,Piedmont,45,,S3UPTS6160730,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1246,2,P,Piedmont,47,,S3DNTS7160730,,Y,558.533084317684029,2342.116494144674562,0.002342116494145
1247,9,C,Colluvial,24,,SEDNTS100150821,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1248,9,C,Colluvial,25,,SEDNTS200150706,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1249,9,C,Colluvial,26,,SEDNTS200150821,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1250,9,C,Colluvial,27,,SEDNTSA160725,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1251,9,C,Colluvial,29,,SEDNTSC160725,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1252,9,C,Colluvial,30,,SEDNTS400150706,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1253,9,C,Colluvial,31,,SEDNTS400150821,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1254,9,C,Colluvial,32,,SEDNTS600150706,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1255,9,C,Colluvial,33,,SEDNTS600150821,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1256,9,C,Colluvial,34,,SEDNTS800150706,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1257,9,C,Colluvial,35,,SEDNTS800150821,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1258,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
