sampletype,endmembertype,headwallcat,slumpsite,streamlocation,PERIstreamloc,lat_dd,long_dd,samplingdate,samplingtime,timenotes,headwallsamplingnotes,headwallcollector,headwallapproxdepth_m,MaxHeadwallHeight_m,SlumpArea_ha,DebrisTongue_m,GLdist_m,maxelev_m,maxslope_perc,avg_downstream_streampower,Discharge_m3s,StreamVelocity_avg_ms,StreamVelocity_stdev_ms,StreamVelocity_count_ms,WatershedArea_km2,YSITemp_degC,YSI_Atm,YSI_DOpcnt,YSI_DOmgL,YSI_Cond,YSI_pH,RainTot96h_mm,AirTavg96h_degC,NetTotRad24h_Wm2,PCmgL,POCmgL,DOCmgL,PNmgL,TDNugL,DINugL,DONmgL,NH3ugL,NO2NO3ugL,NO2NO3ugLMDL,TPPugL,POPugL,TDPugL,TDPugLMDL,SRPugL,DOPugL,DOPugL.loq,percPOC,percPOC.imp,percPC,percPN,percPOP,percTPP,POCTSS,PNPCTSS,TPPTSS,POPTSS,TSSavg,TSSsd,TSScv,TSScount,PO13C,PO13C.imp,POCtoPOP,POCtoPOP.imp,POCtoPN,POCtoPN.imp,P15N,DOCtoDON,DOCtoDOP,DOCtoDOP.loq,F14C_A,F14C_DIC,F14C_POC,F14Cerror_A,F14Cerror_DIC,F14Cerror_POC,SR,a254naperian,a350naperian,atot250450,atot250450TSSstd,HIX,pkAB,pkCB,pkTC,prcntC1,prcntC2,prcntC3,prcntC4,prcntC5,Fmax1,Fmax2,Fmax3,Fmax4,Fmax5,Fmax,Ftot,A,B,C,T,M,D,N,E
Stream,NA,IN,SE,IN,NA,67.14867333,-135.71822,2015-08-21,1899-12-31 14:23:00,NA,NA,NA,NA,23,1.5,30,-3452.13,576.11,123.19,24.58247231,NA,NA,NA,NA,NA,9.9,0.9421,64.9,7.26,833,6.56,2.766666667,10.82494677,106.1998796,6205.552747,7215.45,13.41,558.742866,3500,2341,1.159,2340,1,"< MDL of 2 ug/L, half of value input",462431.1849,186481.8297,17,NA,4.229401079,12.77059892,12.77059892,1.58843148,NA,1.341741135,0.120809268,0.041348521,0.099388788,454250,462500,465275,451000,458300,6730,1.469133487,NA,-26.84,NA,99.78207648,NA,15.05979076,NA,1.91,13.4931345,2707.965643,2707.965643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM2,UP,NA,NA,NA,2015-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.24,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM2,UP,NA,NA,NA,2015-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.46,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM2,UP,NA,67.25836333,-135.23058,2015-07-01,1899-12-31 11:31:00,NA,NA,NA,NA,25,31.7,1529,18917.94,373.49,66.73,17.13692698,0.006047,0.116446682,0.128594627,5,0.7264,4.4,0.9584,109.6,14.04,295.6,7.39,12.22222222,12.2727014,107.3350648,2.619090909,2.709639175,12.09,0.235,505,140,0.365,48,92,NA,108.8125633,77.72582693,13,NA,13.16924045,-0.169240448,2.45,2.986761364,NA,3.471084337,0.311445783,0.095056586,0.135784254,90.72164948,75.45454545,80.13636364,81.7679558,82.02,6.39,7.788837136,4,-26.68,NA,89.9024959,NA,13.44655733,NA,1.21,38.62788625,-184224.6631,12725.82228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM2,UP,NA,67.25836333,-135.23058,2015-07-23,1899-12-31 10:10:00,NA,NA,NA,NA,25,31.7,1529,18917.94,373.49,66.73,17.13692698,0.000349,0.135048195,0.07521754,3,0.7264,12.4,0.9885,NA,NA,460,7.67,12.22222222,12.2727014,107.3350648,2.087402597,1.445740741,11.83,0.181298701,509,153,0.356,35,118,NA,58.9725545,42.00869736,7,NA,7.793302901,-0.793302901,2.45,2.856219512,NA,3.366073298,0.292356021,0.08496141,0.129939527,50.61728395,62.01298701,45.38461538,49.44444444,51.86,7.13,13.7419629,4,-27.12,NA,88.75173307,NA,9.299577839,NA,1.56,38.75272568,-38456.64028,12452.14869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM2,UP,NA,67.25836333,-135.23058,2015-08-13,1899-12-31 11:16:00,NA,NA,NA,NA,25,31.7,1529,18917.94,373.49,66.73,17.13692698,0.01787,0.817840926,0.147657678,5,0.7264,4.6,0.9617,97.1,12.51,255.2,6.54,12.22222222,12.2727014,107.3350648,1.062930233,0.927939698,11.05,0.16772093,458,135,0.323,51,84,NA,40.7524103,33.72733603,16,NA,15.66743411,0.332565894,2.45,3.211478261,NA,3.65648,0.57696,0.111889099,0.146879162,28.89447236,29.06976744,27.74553571,30.14354067,28.96,0.982,3.389919005,4,-27.1,NA,70.9517894,NA,6.452083806,NA,2.2,39.89580782,85686.06661,11631.12789,NA,0.673,0.5217,NA,0.0024,0.0032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM3,UP,NA,NA,NA,2015-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM3,UP,NA,NA,NA,2015-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM3,UP,NA,NA,NA,2016-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644796518,9.449590283,3.151038816,790.7046751,2.163667814,0.930499128,7.292508085,4.551791781,0.159389817,0.329342817,0.175455296,0.294960789,0.134960816,0.065280282,0.824397797,0.439192695,0.738334076,0.337828529,0.163406997,1.629989114,2284.276505,1.426087228,0.195555111,0.890126147,0.141877044,0.82812431,0.368235656,0.329584349,0.206578155
Stream,NA,UP,FM3,UP,NA,67.25256,-135.2699367,2015-07-02,1899-12-31 13:30:00,NA,NA,NA,NA,10.3,6.1,576,17311.81,398.98,34.45,73.28339647,0.1837,0.509040171,0.245252468,10,3.1771,NA,NA,NA,NA,60,6.3,11.33333333,11.96032061,93.66028704,6.94797619,7.0245,11.18,0.599047619,292,27,0.265,26,1,"< MDL of 2 ug/L, half of value input",461.291447,171.3925061,14,NA,6.846774194,7.153225806,7.153225806,1.879464883,NA,2.06229682,0.177809187,0.053361378,0.13488054,373.75,336.9047619,342,321.192053,343.5,22,6.419579359,4,-26.97,NA,105.6937302,NA,13.67481872,NA,0.38,49.1998113,4030.561075,4030.561075,NA,NA,0.2672,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM3,UP,NA,67.25256,-135.2699367,2015-07-24,1899-12-31 13:20:00,NA,NA,NA,NA,10.3,6.1,576,17311.81,398.98,34.45,73.28339647,0.006408,0.205549291,0.124151782,6,3.1771,11.4,0.9912,NA,NA,80,7.47,11.33333333,11.96032061,93.66028704,8.479615385,7.774833333,19,0.824487179,581,105,0.476,83,22,NA,494.027857,252.9581767,43,NA,38.97088094,4.029119056,2.45,2.429635417,NA,2.635099602,0.256215139,0.081977187,0.152448326,320,321.7948718,324.0625,308.5714286,318.6,6.89,2.163765907,4,-27.16,NA,79.26254328,NA,10.99701174,NA,1.55,46.54940731,12160.99578,19999.22443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM3,UP,NA,67.25256,-135.2699367,2015-08-14,1899-12-31 15:25:00,NA,NA,NA,NA,10.3,6.1,576,17311.81,398.98,34.45,73.28339647,0.01415,0.232337962,0.100354598,10,3.1771,9,0.9625,98,11.3,123.6,6.93,11.33333333,11.96032061,93.66028704,4.06509434,3.878461538,11.69,0.439056604,883,82,0.801,70,12,NA,244.7019835,140.4360795,14,NA,10.89454324,3.105456759,2.45,2.192173913,NA,2.519883041,0.272163743,0.084775438,0.147395118,176.9230769,161.3207547,166.0176991,165.6565657,167.5,6.65,3.969193886,4,-27.08,NA,71.22073146,NA,10.3016427,NA,2.37,17.01960602,9707.662348,12304.78598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM4,UP,NA,NA,NA,2015-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.32,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM4,UP,NA,NA,NA,2015-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.03,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM4,UP,NA,NA,NA,2016-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719713293,2.436278913,0.72265104,190.7130996,14.03648977,0.908068868,6.472962722,4.419965545,0.178631397,0.29105724,0.132530527,0.355696963,0.133635041,0.087080229,0.149827778,0.06822285,0.183102422,0.068791421,0.044826362,0.360223873,446.3150382,0.292292671,0.045155933,0.199587668,0.035652624,0.181694399,0.071264074,0.062605429,0.033189628
Stream,NA,UP,FM4,UP,NA,67.28106,-135.16193,2015-07-03,1899-12-31 12:50:00,NA,NA,NA,NA,17,8.8,960,22901.43,296.28,98.05,24.0111212,0.02031,0.186775158,0.159422634,5,3.4129,NA,NA,NA,NA,120,6.69,9.033333333,12.36451504,93.51196762,0.557885117,0.545117493,19.47,0.044699739,552,45,0.507,22,23,NA,48.18422042,25.06505035,18,NA,11.70164901,6.298350988,6.298350988,2.515421687,NA,2.670875,0.214,0.128258396,0.166557368,21.67101828,20.88772846,28.92950392,19.54261954,22.76,4.21,18.48760843,4,-27.23,NA,56.08505826,NA,14.22173691,NA,1.02,44.78427002,7971.95301,7971.95301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM4,UP,NA,67.28106,-135.16193,2015-07-25,1899-12-31 12:07:00,NA,NA,NA,NA,17,8.8,960,22901.43,296.28,98.05,24.0111212,0.00831,0.161139253,0.152262719,8,3.4129,10.8,0.9924,NA,NA,90,7.58,9.033333333,12.36451504,93.51196762,0.31390625,0.27075,20.74,0.026748047,614,47,0.567,22,25,NA,11.54851735,10.00813274,20,NA,15.96450464,4.035495356,2.45,5.885869565,NA,6.56,0.558979592,0.184071147,0.239595796,4.6,4.78515625,4.82,5.437100213,4.911,0.364,7.413814714,4,-28.36,NA,69.76555376,NA,11.80439945,NA,1.74,42.65728403,13253.71226,21830.73235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,FM4,UP,NA,67.28106,-135.16193,2015-08-15,1899-12-31 13:27:00,NA,NA,NA,NA,17,8.8,960,22901.43,296.28,98.05,24.0111212,0.03205,0.403710884,0.129046411,5,3.4129,8,0.9749,104.5,12.36,121.8,7.12,9.033333333,12.36451504,93.51196762,0.328886139,0.276800487,22.45,0.030247525,583,47,0.536,28,19,NA,12.34137587,15.64362677,21,NA,13.81986345,7.180136551,7.180136551,7.584333333,NA,9.163448276,0.842758621,0.452461821,0.346015612,3.649635036,3.589108911,3.5667107,3.457446809,3.566,0.0802,2.250165969,4,-27.7,NA,45.63048037,NA,10.67196804,NA,2.38,48.84488181,8063.234291,8063.234291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,HA,UP,NA,67.15033667,-135.68566,2015-06-18,1899-12-31 14:08:00,NA,NA,NA,NA,7.3,5.9,288,-3015.23,530.38,79.93,57.54620369,0.071,0.408646546,0.350240585,3,0.9028,2,0.9431,128.8,17.74,14.2,5.58,20.45,8.435805547,107.0610069,0.859314286,0.751725,9.464,0.085285714,218,23,0.195,17,6,NA,38.13771921,34.73723579,11,NA,4.91339907,6.08660093,6.08660093,4.0092,NA,4.064324324,0.403378378,0.149893552,0.17629146,18.75,21.14285714,21.63333333,23.17460317,21.18,1.83,8.6608494,4,-27.26,NA,55.80708966,NA,10.27898447,NA,0.25,56.59885269,4009.826126,4009.826126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,HA,UP,NA,67.15033667,-135.68566,2015-07-28,1899-12-31 17:40:00,NA,NA,NA,NA,7.3,5.9,288,-3015.23,530.38,79.93,57.54620369,0.04792,0.296731408,0.345428331,5,0.9028,7.5,0.9954,NA,NA,29.9,6.51,20.45,8.435805547,107.0610069,0.59626,0.519145455,12.4,0.04708,280,21,0.259,18,3,NA,16.01044559,16.2011713,7,NA,4.22462729,2.77537271,2.45,4.758833333,NA,5.230350877,0.412982456,0.160705167,0.142188682,10.90909091,11.4,11.26,10.08130081,10.91,0.591,5.419564653,4,-27.46,NA,82.63580828,NA,12.85938234,NA,1.77,55.83280262,11521.9506,13052.12542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,HB,UP,NA,67.24031333,-135.82011,2015-06-18,1899-12-31 16:58:00,NA,NA,NA,NA,7.1,13.6,257,-3215.1,665.92,34.6,17.24008906,0.02793,0.233381443,0.14300612,3,0.6906,3.3,0.9274,130.7,17.39,61.5,6.96,20.63333333,8.500651036,117.1931593,0.35449,0.321833333,6.66,0.04065,220,17,0.203,6,11,NA,15.76887456,12.6557089,9,NA,2.802855918,6.197144082,6.197144082,4.490697674,NA,4.923472222,0.564583333,0.186915085,0.210251661,7.166666667,7.2,7.5,6.770833333,7.159,0.299,4.180159986,4,-26.84,NA,65.57981451,NA,9.232896792,NA,0.55,38.26006458,2771.45782,2771.45782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,HB,UP,NA,67.24031333,-135.82011,2015-07-28,1899-12-31 14:55:00,NA,NA,NA,NA,7.1,13.6,257,-3215.1,665.92,34.6,17.24008906,0.06257,0.398666652,0.266551263,3,0.6906,7.2,0.9951,NA,NA,70,7.12,20.63333333,8.500651036,117.1931593,0.236962162,0.20158,16.83,0.021389189,230,13,0.217,9,4,NA,10.44407354,10.17071265,6,NA,6.900727834,-0.900727834,2.45,3.101230769,NA,3.653166667,0.32975,0.138468738,0.14613107,6.5,6.486486486,7.147058824,7.345132743,6.87,0.442,6.436290621,4,-26.89,NA,51.11186098,NA,10.99058037,NA,0.7,90.44652581,-48185.47787,17715.10248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,HD,UP,NA,67.40087333,-135.3342233,2015-06-18,1899-12-31 11:08:00,NA,NA,NA,NA,11.7,1.8,137,23713.27,323.27,65.2,0,0.566,0.542494685,0.297175941,10,17.936,4.3,0.9682,132.1,17.1,55.9,5.71,20.6,8.453727425,73.99343708,4.016421053,3.693545455,13.39,0.340842105,300,15,0.285,14,1,"< MDL of 2 ug/L, half of value input",379.449049,163.511667,14,NA,4.337796392,9.662203608,9.662203608,2.172673797,NA,2.108066298,0.178895028,0.052632511,0.145680464,170,190.5263158,260.4666667,310.6666667,232.9,64.7,27.77976011,4,-27.01,NA,58.25327406,NA,12.63739954,NA,1.74,54.79024274,3573.798231,3573.798231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,HD,UP,NA,67.40087333,-135.3342233,2015-07-28,1899-12-31 11:45:00,NA,NA,NA,NA,11.7,1.8,137,23713.27,323.27,65.2,0,NA,0,NA,1,17.936,10.2,0.9948,NA,NA,170,7.28,20.6,8.453727425,73.99343708,3.2783,3.33725,8.093,0.3123,443,62,0.381,55,7,NA,124.0481047,117.6400733,17,NA,14.61419411,2.385805893,2.45,3.118925234,NA,3.092735849,0.294622642,0.112038165,0.175906152,107,106,70.51948052,105,97.13,17.8,18.2838085,NA,-27.34,NA,73.15753987,NA,12.46190009,NA,-0.37,24.7714867,8747.824689,8518.617018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,SD,UP,NA,NA,NA,2015-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,SD,UP,NA,NA,NA,2015-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.497,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,SD,UP,NA,NA,NA,2016-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675845571,7.13688551,2.228642235,576.9676846,15.47764212,0.934447808,8.453465275,5.371927232,0.143758137,0.273462335,0.206752516,0.328770308,0.135151435,0.055863407,0.440618867,0.333132017,0.52973438,0.217764074,0.090010462,1.057056651,1493.002943,0.911252245,0.107796296,0.579073858,0.083246579,0.519638727,0.252885608,0.17737113,0.160174439
Stream,NA,UP,SD,UP,NA,67.18119667,-135.7278867,2015-07-04,1899-12-31 11:55:00,NA,NA,NA,NA,2,1,0,-3914.26,594,66.66,3.190004377,0.003605,0.048935412,0.013427095,3,0.9233,NA,NA,NA,NA,70,6.46,6.5,13.54198148,105.1350602,0.503944954,0.360864745,8.357,0.047798165,288,38,0.25,8,30,NA,21.02760572,20.98376915,25,NA,19.80250082,5.197499181,5.197499181,5.8125,NA,7.847142857,0.744285714,0.314756537,0.285560078,6.208425721,6.422018349,7.363636364,6.666666667,6.665,0.502,7.52959727,4,-27.33,NA,44.349282,NA,8.804419712,NA,1.43,38.98323725,4146.499431,4146.499431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,SD,UP,NA,67.18119667,-135.7278867,2015-07-22,1899-12-31 11:35:00,NA,NA,NA,NA,2,1,0,-3914.26,594,66.66,3.190004377,0.01046,0.146953413,0.082528268,5,0.9233,7.4,NA,NA,NA,30,6.62,6.5,13.54198148,105.1350602,0.591908397,0.388487544,9.588,0.058110687,288,37,0.251,13,24,NA,19.33933697,17.58144777,14,NA,11.29228792,2.707712075,2.45,6.421470588,NA,10.00516129,0.982258065,0.330280054,0.246675216,6.049822064,5.916030534,7.84,5.323193916,6.282,1.09,17.27778837,4,-27.52,NA,56.98336634,NA,7.796300976,NA,2.69,44.54734356,9131.690449,10092.2402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,SD,UP,NA,67.18119667,-135.7278867,2015-08-16,1899-12-31 12:17:00,NA,NA,NA,NA,2,1,0,-3914.26,594,66.66,3.190004377,0.008822,0.122218789,0.067759349,3,0.9233,5.5,0.9327,94.1,11.88,58.7,6.22,6.5,13.54198148,105.1350602,1.046960784,0.941724891,7.097,0.106838235,207,38,0.169,6,32,NA,26.78691834,22.78329893,11,NA,7.541984112,3.458015888,2.45,8.294423077,NA,9.286086957,0.947608696,0.190810129,0.22519172,11.35371179,11.2745098,11.89516129,11.94029851,11.62,0.35,3.017248515,4,-27.64,NA,106.5940783,NA,10.279331,NA,3.42,48.97287586,5292.65345,7470.236621,NA,NA,0.8402,NA,NA,0.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,UP,SE,UP,NA,NA,NA,2015-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
