sampletype,endmembertype,headwallcat,slumpsite,streamlocation,PERIstreamloc,lat_dd,long_dd,samplingdate,samplingtime,timenotes,headwallsamplingnotes,headwallcollector,headwallapproxdepth_m,MaxHeadwallHeight_m,SlumpArea_ha,DebrisTongue_m,GLdist_m,maxelev_m,maxslope_perc,avg_downstream_streampower,Discharge_m3s,StreamVelocity_avg_ms,StreamVelocity_stdev_ms,StreamVelocity_count_ms,WatershedArea_km2,YSITemp_degC,YSI_Atm,YSI_DOpcnt,YSI_DOmgL,YSI_Cond,YSI_pH,RainTot96h_mm,AirTavg96h_degC,NetTotRad24h_Wm2,PCmgL,POCmgL,DOCmgL,PNmgL,TDNugL,DINugL,DONmgL,NH3ugL,NO2NO3ugL,NO2NO3ugLMDL,TPPugL,POPugL,TDPugL,TDPugLMDL,SRPugL,DOPugL,DOPugL.loq,percPOC,percPOC.imp,percPC,percPN,percPOP,percTPP,POCTSS,PNPCTSS,TPPTSS,POPTSS,TSSavg,TSSsd,TSScv,TSScount,PO13C,PO13C.imp,POCtoPOP,POCtoPOP.imp,POCtoPN,POCtoPN.imp,P15N,DOCtoDON,DOCtoDOP,DOCtoDOP.loq,F14C_A,F14C_DIC,F14C_POC,F14Cerror_A,F14Cerror_DIC,F14Cerror_POC,SR,a254naperian,a350naperian,atot250450,atot250450TSSstd,HIX,pkAB,pkCB,pkTC,prcntC1,prcntC2,prcntC3,prcntC4,prcntC5,Fmax1,Fmax2,Fmax3,Fmax4,Fmax5,Fmax,Ftot,A,B,C,T,M,D,N,E
Stream,NA,DN,SE,DN,NA,NA,NA,2016-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.613562176,21.63354514,7.56758881,1896.930345,1.337436201,0.926383957,7.844659344,4.782271673,0.194289923,0.352639519,0.204586179,0.242513548,0.138939608,0.061321147,2.260438725,1.311408667,1.554525191,0.890610532,0.393071927,3.962283344,5987.457442,3.583219428,0.456771833,2.184406998,0.424408267,2.07306265,1.02341391,0.889056315,0.629702839
Stream,NA,DN,SE,DN,NA,NA,NA,2016-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776730257,160.8509324,51.61388493,13390.54937,0.289129467,0.918179039,7.299137072,4.156588491,0.223552068,0.398231154,0.195318252,0.198146959,0.139875948,0.068427687,21.11295521,10.35515546,10.50512452,7.415779991,3.627819352,32.36990611,49041.84839,29.6218298,4.058264629,16.86853605,3.770996125,17.16989875,8.198088008,8.362504807,4.76309566
Stream,NA,DN,SE,DN,NA,67.14867333,-135.71822,2015-07-06,1899-12-31 14:50:00,NA,NA,NA,NA,23,1.5,30,-3452.13,576.11,123.19,24.58247231,0.02957,0.358906133,0.146724838,4,5.5432,11.4,0.9469,NA,NA,473.3,6.56,2.766666667,10.82494677,106.1998796,943.3295036,929.9785776,4.568,110.9310057,1450,945,0.505,899,46,NA,71897.89011,31179.50409,5,NA,5.665720214,-0.665720214,2.45,1.507258635,NA,1.508120709,0.177347731,0.047894784,0.109508629,61700,62550,65655,65100,63750,1920,3.016442949,4,-26.79,NA,76.91824713,NA,9.776592234,NA,1.89,10.54877975,-17695.38388,4808.23459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,DN,SE,DN,NA,67.14867333,-135.71822,2015-07-21,1899-12-31 15:10:00,"note, for easier matching to closest sensor data, make 15:35; original is 15:10",NA,NA,NA,23,1.5,30,-3452.13,576.11,123.19,24.58247231,0.06049,0.359986632,0.30482322,5,5.5432,11.6,0.9995,NA,NA,460,6.91,2.766666667,10.82494677,106.1998796,169.44,138.4725,2.783,15.3825,602,485,0.117,402,83,NA,16609.77879,4722.226955,4,NA,5.318891945,-1.318891945,2.45,1.752816456,NA,2.06006079,0.187021277,0.059212877,0.197676629,7900,8225,8402.5,7975,8126,231,2.843272765,4,-26.94,NA,75.62098234,NA,10.49794074,NA,2.1,27.73925878,-5441.637758,2929.360084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,DN,SE,DN,NA,67.14867333,-135.71822,2015-08-21,1899-12-31 15:35:00,NA,NA,NA,NA,23,1.5,30,-3452.13,576.11,123.19,24.58247231,0.07717,0.377956628,0.270137353,8,5.5432,7.4,0.9441,88,105.7,381.9,6.75,2.766666667,10.82494677,106.1998796,907.8933809,793.0034638,4.019,77.24476434,1060,837,0.223,755,82,NA,86633.03034,17738.97205,6,NA,6.437789768,-0.437789768,2.45,1.554908753,NA,1.823079078,0.155109969,0.03424512,0.157128921,51000,49800,55135,51800,51930,2290,4.403625893,4,-26.8,NA,115.2848589,NA,11.97218831,NA,1.81,21.01748038,-23674.34854,4230.362263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM2,IN,NA,NA,NA,2016-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64610181,719.1479939,194.9084273,53117.88115,0.060805756,0.861142289,4.492037358,2.751719053,0.393456881,0.609990783,0.121358019,0.041810141,0.103196183,0.123644875,270.1316913,53.74285615,18.51543394,45.69996838,54.75558012,304.1200974,376384.698,244.0354728,54.32623404,149.4905333,58.818079,169.292933,50.87624012,102.7574544,24.73810972
Stream,NA,IN,FM2,IN,NA,67.25836333,-135.23058,2015-07-01,1899-12-31 13:31:00,NA,NA,NA,NA,25,31.7,1529,18917.94,373.49,66.73,17.13692698,NA,NA,NA,NA,NA,19.3,0.9637,70.1,6.39,2085,7.06,12.22222222,12.2727014,107.3350648,14411.45,9469.7,5.659,1337,1880,1302,0.578,1260,42,NA,1087583.094,331671.884,8,NA,7.013154884,0.986845116,2.45,1.396710914,NA,1.700466077,0.157758112,0.044222918,0.152943762,678000,847500,711100,750000,746600,73400,9.82932659,NA,-26.63,NA,73.62972876,NA,8.259853051,NA,1.63,11.41771933,14788.23474,5956.611109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM2,IN,NA,67.25836333,-135.23058,2015-07-23,1899-12-31 13:10:00,NA,NA,NA,NA,25,31.7,1529,18917.94,373.49,66.73,17.13692698,NA,NA,NA,NA,NA,12.5,0.9889,NA,NA,2845,7.43,12.22222222,12.2727014,107.3350648,6731.9754,4603.830073,4.737,572.2972752,1280,916,0.364,872,44,NA,523629.2567,181124.274,3,NA,5.318891945,-2.318891945,2.45,1.329306085,NA,1.911135671,0.162469063,0.051213273,0.146674862,346333.3333,352250,357000,353666.6667,352300,4460,1.264711449,NA,-26.54,NA,65.54933128,NA,9.381345159,NA,1.96,15.176426,-5268.033285,4986.122428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM2,IN,NA,67.25836333,-135.23058,2015-08-13,1899-12-31 13:58:00,NA,NA,NA,NA,25,31.7,1529,18917.94,373.49,66.73,17.13692698,NA,NA,NA,NA,NA,13.8,0.9676,83.7,8.57,2463,7.38,12.22222222,12.2727014,107.3350648,5473.542937,4628.777363,6.453,379.6668891,1560,1019,0.541,944,75,NA,366872.1835,151927.9464,8,NA,6.275616598,1.724383402,2.45,1.741232864,NA,2.055147536,0.142553275,0.057151579,0.136858561,265833.3333,266333.3333,268066.6667,265833.3333,266500,1060,0.39767652,NA,-26.46,NA,78.56954939,NA,14.21775663,NA,2.2,13.91015302,9650.581188,6792.368172,NA,NA,0.1034,NA,NA,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM3,IN,NA,NA,NA,2016-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.731102863,917.6321857,298.7700257,76858.41101,0.56356072,0.928109315,9.198241611,4.916240807,0.217195039,0.428492887,0.215804346,0.165895612,0.141644467,0.048162689,185.3173139,93.33242839,71.74758344,61.25929477,20.82970427,259.2714544,410461.6895,249.1935545,27.09143389,133.1880128,28.92777566,144.8820054,68.73345467,72.77011607,42.25786335
Stream,NA,IN,FM3,IN,NA,67.25256,-135.2699367,2015-07-02,1899-12-31 12:55:00,NA,NA,NA,NA,10.3,6.1,576,17311.81,398.98,34.45,73.28339647,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,6.52,11.33333333,11.96032061,93.66028704,1485.7,1906.1375,11.53,185.35,2410,1441,0.969,1410,31,NA,113148.5758,40732.92086,11,NA,6.846774194,4.153225806,2.45,1.988148631,NA,2.221607477,0.277158879,0.063894778,0.149131996,95875,66875,75871.42857,63750,75590,14500,19.13523123,NA,-26.58,NA,120.6797244,NA,11.99303614,NA,1.07,13.87627946,7159.280872,12136.37146,NA,NA,0.1335,NA,NA,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM3,IN,NA,67.25256,-135.2699367,2015-07-24,1899-12-31 12:40:00,NA,NA,NA,NA,10.3,6.1,576,17311.81,398.98,34.45,73.28339647,NA,NA,NA,NA,NA,12.1,0.9912,NA,NA,1946,7.07,11.33333333,11.96032061,93.66028704,858.7125,742.8798223,12.05,76.025,2640,1795,0.845,1700,95,NA,66964.42425,27704.14019,15,NA,3.504323911,11.49567609,11.49567609,1.868880056,NA,2.393623693,0.211916376,0.075129872,0.169208905,39750,35875,39575,36875,38020,1940,5.110009331,NA,-26.74,NA,69.15116862,NA,11.39540175,NA,1.62,16.63021429,2703.199921,2703.199921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM3,IN,NA,67.25256,-135.2699367,2015-08-14,1899-12-31 13:31:00,NA,NA,NA,NA,10.3,6.1,576,17311.81,398.98,34.45,73.28339647,NA,NA,NA,NA,NA,14.7,0.9617,87.1,8.79,1558,6.92,11.33333333,11.96032061,93.66028704,1982.1,1789.357143,10.08,184.0428571,2950,1937,1.013,1928,9,NA,142713.645,38195.52243,11,NA,2.580475283,8.419524717,8.419524717,1.912290076,NA,2.108617021,0.195790274,0.04158144,0.151317103,93571.42857,94000,94314.28571,91857.14286,93440,1100,1.172504828,NA,-26.68,NA,120.812039,NA,11.33823808,NA,2.16,11.60429055,3087.440476,3087.440476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM4,IN,NA,NA,NA,2016-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612802634,212.4953366,70.11236159,18007.6271,0.59031723,0.905879006,6.182107395,3.513567252,0.254757829,0.421144489,0.179774423,0.180444338,0.135555928,0.083080822,35.20111572,15.02633994,15.08233438,11.33036291,6.944261935,50.24123793,76100.90938,46.52644725,7.525984956,26.44305428,6.736575111,27.68912872,12.17901725,13.75638714,6.805916823
Stream,NA,IN,FM4,IN,NA,67.28106,-135.16193,2015-07-03,1899-12-31 14:00:00,NA,NA,NA,NA,17,8.8,960,22901.43,296.28,98.05,24.0111212,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,6.86,9.033333333,12.36451504,93.51196762,260.728,210.024,30.49,24.738,7500,4970,2.53,4880,90,NA,13960.82331,4566.57119,34,NA,5.030359288,28.96964071,28.96964071,2.672061069,NA,2.956099773,0.28047619,0.056031548,0.152178148,7860,8820,9174,8150,8501,602,7.086598505,NA,-26.73,NA,118.605364,NA,9.900835568,NA,1.69,14.05414438,2714.188168,2714.188168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM4,IN,NA,67.28106,-135.16193,2015-07-25,1899-12-31 13:14:00,NA,NA,NA,NA,17,8.8,960,22901.43,296.28,98.05,24.0111212,NA,NA,NA,NA,NA,12.6,0.9922,NA,NA,2417,7.68,9.033333333,12.36451504,93.51196762,4.490274725,3.9096,23.88,0.452252747,5340,3294,2.046,2760,534,NA,194.8015767,93.70732463,32,NA,7.243033434,24.75696657,24.75696657,5.077402597,NA,5.714895105,0.575594406,0.117618849,0.238689679,77,78.57142857,81.61290323,79.67032967,79.21,1.94,2.44764764,NA,-26.3,NA,107.593101,NA,10.08134831,NA,-0.64,13.61119326,2487.496795,2487.496795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,FM4,IN,NA,67.28106,-135.16193,2015-08-15,1899-12-31 14:23:00,NA,NA,NA,NA,17,8.8,960,22901.43,296.28,98.05,24.0111212,NA,NA,NA,NA,NA,14.9,0.9731,80.8,8.05,1750,7.06,9.033333333,12.36451504,93.51196762,2.174177215,2.065987654,26.07,0.283924051,3850,2055,1.795,1900,155,NA,184.4095464,91.23669278,36,NA,7.815258812,28.18474119,28.18474119,3.891744186,NA,4.705753425,0.614520548,0.184783175,0.371109895,53.08641975,46.20253165,49.69135802,49.375,49.59,2.81,5.674736753,NA,-27.03,NA,58.39609753,NA,8.485804991,NA,2.13,16.93729632,2385.352779,2385.352779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,HA,IN,NA,67.15033667,-135.68566,2015-06-18,1899-12-31 14:49:00,NA,NA,NA,NA,7.3,5.9,288,-3015.23,530.38,79.93,57.54620369,NA,NA,NA,NA,NA,16.7,0.9438,94,9.09,850,6.27,20.45,8.435805547,107.0610069,4297.430244,3494.485902,11.16,378.308173,3180,1696,1.484,1690,6,NA,160536.6759,34649.74231,15,NA,0.884180325,14.11581967,14.11581967,1.553104845,NA,1.920210118,0.169038504,0.01502265,0.070993091,225000,223800,226130,230650,226400,2990,1.32156201,NA,-26.77,NA,260.0811766,NA,10.77221658,NA,2.03,8.769963808,2038.842746,2038.842746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,HA,IN,NA,67.15033667,-135.68566,2015-07-28,1899-12-31 18:45:00,NA,NA,NA,NA,7.3,5.9,288,-3015.23,530.38,79.93,57.54620369,NA,NA,NA,NA,NA,9.5,0.9954,NA,NA,1283,6.65,20.45,8.435805547,107.0610069,3554.219477,3111.755657,12.19,305.4642683,3480,2234,1.246,2200,34,NA,177557.9425,25489.13858,14,NA,2.49303282,11.50696718,11.50696718,1.880214898,NA,2.145404111,0.18438487,0.015385798,0.106364582,165500,165666.6667,166933.3333,165666.6667,165900,666,0.4012032,NA,-26.77,NA,314.8298966,NA,11.87989438,NA,1.29,11.40914687,2731.92309,2731.92309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,HB,IN,NA,67.24031333,-135.82011,2015-06-18,1899-12-31 17:41:00,NA,NA,NA,NA,7.1,13.6,257,-3215.1,665.92,34.6,17.24008906,NA,NA,NA,NA,NA,15.3,0.9285,127.5,12.5,113.4,7.11,20.63333333,8.500651036,117.1931593,32.58833333,26.02448276,3.865,3.224333333,358,180,0.178,172,8,NA,1893.972369,875.7774166,27,NA,8.942617815,18.05738219,18.05738219,1.792660333,NA,1.943638171,0.192306163,0.054973041,0.123512266,1451.724138,1676.666667,1533.428571,1593.103448,1564,95,6.075885702,NA,-26.72,NA,76.63267791,NA,9.412601686,NA,1.92,25.32194163,551.9761917,551.9761917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,HB,IN,NA,67.24031333,-135.82011,2015-07-28,1899-12-31 15:50:00,NA,NA,NA,NA,7.1,13.6,257,-3215.1,665.92,34.6,17.24008906,NA,NA,NA,NA,NA,9.6,0.9954,NA,NA,915,7.11,20.63333333,8.500651036,117.1931593,1675.74,1304.23,7.497,187.72,1870,1396,0.474,1050,346,NA,104125.5509,19481.81795,9,NA,4.696880327,4.303119673,2.45,1.791524725,NA,2.081664596,0.233192547,0.02705808,0.127090871,72800,80500,81930,72000,76810,5130,6.683093642,NA,-26.73,NA,172.6435439,NA,8.102352761,NA,1.53,18.44491578,4492.930742,7891.272925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,HD,IN,NA,67.40087333,-135.3342233,2015-06-18,1899-12-31 11:59:00,NA,NA,NA,NA,11.7,1.8,137,23713.27,323.27,65.2,0,NA,NA,NA,NA,NA,6.2,0.9667,120.8,14.94,379.1,5.28,20.6,8.453727425,73.99343708,576.1566667,505.9816667,15.8,47.71333333,2180,2055,0.125,2000,55,NA,26951.6216,6685.979029,24,NA,6.640207104,17.3597929,17.3597929,2.446325544,NA,2.747965024,0.227567568,0.031073489,0.135061998,20683.33333,20966.66667,19955,21516.66667,20780,650,3.127933841,NA,-26.6,NA,195.1620668,NA,12.36694788,NA,1.7,147.4058032,2347.135622,2347.135622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,HD,IN,NA,67.40087333,-135.3342233,2015-07-28,1899-12-31 12:34:00,NA,NA,NA,NA,11.7,1.8,137,23713.27,323.27,65.2,0,NA,NA,NA,NA,NA,11,0.9948,NA,NA,2314,5.72,20.6,8.453727425,73.99343708,1278.29,1174.4,33.56,118.05,5390,5151,0.239,5150,1,"< MDL of 2 ug/L, half of value input",92513.92638,29964.48642,39,NA,4.854298006,34.14570199,34.14570199,2.131397459,NA,2.262460177,0.208938053,0.053892961,0.162934002,55100,56500,56780,55600,56000,781,1.394163965,NA,-26.73,NA,101.0729267,NA,11.60159121,NA,1.2,163.7538648,2534.612334,2534.612334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,SD,IN,NA,NA,NA,2016-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594507413,1705.750583,651.7250579,157123.2353,14.85237123,0.906305563,10.10522536,6.160236334,0.176897395,0.276254608,0.277140441,0.257636804,0.131772765,0.057195382,72.17256561,72.4039929,67.30859364,34.4261354,14.94251077,153.1482498,254290.6046,139.6105439,13.81567842,85.10784418,15.0553559,74.97861658,45.31495504,29.37979615,32.80265597
Stream,NA,IN,SD,IN,NA,67.18119667,-135.7278867,2015-07-04,1899-12-31 13:10:00,NA,NA,NA,NA,2,1,0,-3914.26,594,66.66,3.190004377,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,6.01,6.5,13.54198148,105.1350602,4.432230769,6.443866667,6.298,0.378230769,284,87,0.197,52,35,NA,241.0349144,121.3959251,11,NA,9.319045539,1.680954461,2.45,3.333034483,NA,2.190836502,0.186958175,0.058604929,0.142744873,193.3333333,202.3076923,168.8571429,207.1428571,192.9,17,8.825642158,NA,-26.59,NA,136.8888497,NA,19.86813934,NA,1.06,37.28240652,9662.118193,6629.216604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,SD,IN,NA,67.18119667,-135.7278867,2015-07-22,1899-12-31 13:10:00,NA,NA,NA,NA,2,1,0,-3914.26,594,66.66,3.190004377,NA,NA,NA,NA,NA,10.5,NA,NA,NA,510,4.24,6.5,13.54198148,105.1350602,18.2042069,14.454,28.35,1.181793103,2660,1591,1.069,1590,1,"< MDL of 2 ug/L, half of value input",436.0798615,192.26217,32,NA,5.685627861,26.31437214,26.31437214,4.957148014,NA,5.750784314,0.373333333,0.059948115,0.139624827,291.5789474,316.5517241,312.3225806,320.7142857,310.3,12.9,4.169349453,NA,-26.72,NA,193.8741238,NA,14.2631059,NA,0.52,30.92736113,2778.3419,2778.3419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,SD,IN,NA,67.18119667,-135.7278867,2015-08-16,1899-12-31 13:55:00,NA,NA,NA,NA,2,1,0,-3914.26,594,66.66,3.190004377,NA,NA,NA,NA,NA,9.6,0.9361,60,6.74,504,4.87,6.5,13.54198148,105.1350602,160.186,141.5786667,22.8,9.525714286,2330,744,1.586,655,89,NA,2611.667864,769.7023095,24,NA,3.913916981,20.08608302,20.08608302,5.882770083,NA,5.858422153,0.348380355,0.030286794,0.116553772,2406.666667,2734.285714,2240.740741,2541.37931,2481,209,8.425004658,NA,-26.6,NA,474.3519234,NA,17.33276203,NA,0.72,16.76483068,2927.286509,2927.286509,NA,NA,0.6729,NA,NA,0.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,SE,IN,NA,NA,NA,2016-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.792117975,765.7953093,248.3802993,63878.7317,0.394345615,0.923819574,10.6180481,5.923233184,0.225326722,0.428628845,0.20559766,0.174963328,0.146755637,0.04405453,148.0792625,71.02823381,60.44493008,50.69996276,15.21960638,213.6780196,328623.1568,198.4389704,18.68883702,110.6983396,24.94329404,115.0060105,56.20215876,58.29257529,32.89466226
Stream,NA,IN,SE,IN,NA,67.14867333,-135.71822,2015-07-06,1899-12-31 14:26:00,NA,NA,NA,NA,23,1.5,30,-3452.13,576.11,123.19,24.58247231,NA,NA,NA,NA,NA,11.7,0.9454,NA,NA,911,6.54,2.766666667,10.82494677,106.1998796,10347.76687,9163.725,11.84,856.5057748,3440,2161,1.279,2160,1,"< MDL of 2 ug/L, half of value input",605700.4636,290704.1451,22,NA,6.618761603,15.3812384,15.3812384,1.355079482,NA,1.672591628,0.138443821,0.045622119,0.087744526,676250,618666.6667,690300,637200,655600,33300,5.084223996,NA,-26.79,NA,81.29174775,NA,12.4769737,NA,1.7,10.79564675,1985.116671,1985.116671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream,NA,IN,SE,IN,NA,67.14867333,-135.71822,2015-07-21,1899-12-31 14:40:00,NA,NA,NA,NA,23,1.5,30,-3452.13,576.11,123.19,24.58247231,NA,NA,NA,NA,NA,11.3,0.9995,NA,NA,950,7.13,2.766666667,10.82494677,106.1998796,11019.26541,3774.925,14.97,914.8094688,3380,2461,0.919,2460,1,"< MDL of 2 ug/L, half of value input",569660.9827,90469.5784,21,NA,4.494088293,16.50591171,16.50591171,1.545516888,NA,1.752567063,0.145496536,0.014423209,0.089742189,244250,628750,634775,627250,533800,193000,36.16474015,NA,-26.78,NA,107.604739,NA,4.812216788,NA,1.67,18.99650894,2338.879892,2338.879892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
