OID_,Name,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
70,site19,70,42167.000000000000000,9100989.074663663282990,0.000000000000000,34.940845489501953,34.940845489501953,8.592780303963757,5.757327275790805,362331.767077239754144,7.321673870086670,16.690719985961913
71,site5,71,83848.000000000000000,18097083.784295748919249,0.000000000000000,35.606071472167969,35.606071472167969,6.730138866167271,4.067040098208199,564308.683650393388234,5.965445280075073,11.962087345123292
72,site36,72,196741.000000000000000,42463008.787402562797070,0.000000000000000,50.319381713867188,50.319381713867188,10.505920026614778,8.175326144340035,2066945.211956217885017,8.043834686279297,23.041723251342773
73,site37,73,121954.000000000000000,26321578.998067978769541,0.000000000000000,49.939292907714844,49.939292907714844,6.843599910556025,6.602848871717774,834604.383491949411109,4.719445943832397,15.542703437805173
74,site38,74,19349.000000000000000,4176133.886823042761534,0.000000000000000,19.154609680175781,19.154609680175781,2.824682913056800,2.330831300281238,54654.789684736017080,2.368845224380493,5.889664077758789
75,siteSC-4B,75,1090813.000000000000000,235432380.665000945329666,0.000000000000000,45.457798004150391,45.457798004150391,10.975279100512649,7.701483897268503,11971977.121467504650354,8.799655914306641,22.754876327514651
76,site24,76,16963.000000000000000,3661158.670844967011362,0.076968230307102,37.844238281250000,37.767270050942898,12.375512367313725,7.169219815723636,209925.816286742716329,11.264589309692383,22.287726593017581
77,site23,77,63915.000000000000000,13794903.993813363835216,0.000000000000000,42.111305236816406,42.111305236816406,12.569829634181493,7.207820754777005,803400.661068710149266,11.440614700317383,22.551268005371092
78,site35,78,13479.000000000000000,2909199.889425178989768,0.000000000000000,18.685811996459961,18.685811996459961,3.557155867652803,3.030449747729982,47946.903940092131961,3.087279558181763,7.790957832336426
79,siteSC-5B,79,2219965.000000000000000,479139545.406021773815155,0.000000000000000,50.319381713867188,50.319381713867188,8.652608775943447,7.373132807047238,19208488.641287293285131,6.381669044494629,19.909743881225587
80,siteSC-6B,80,2755213.000000000000000,594663206.094132781028748,0.000000000000000,50.319381713867188,50.319381713867188,8.365188072516082,7.176253286919098,23047874.924841251224279,6.190280437469482,19.197208404541016
81,site9alt,81,151997.000000000000000,32805820.579639360308647,0.000000000000000,37.180950164794922,37.180950164794922,4.535262573301534,5.054439187007167,689346.305354113224894,2.677967309951782,11.665212440490718
82,site6,82,23030.000000000000000,4970611.577525177970529,0.000000000000000,28.559375762939453,28.559375762939453,4.533043811293878,4.677147255800389,104395.998974097994505,3.136607170104980,9.883031082153328
83,siteSC-7B,83,3081395.000000000000000,665063728.264359354972839,0.000000000000000,50.319381713867188,50.319381713867188,8.053518176776825,7.120248331056435,24816070.642329223453999,5.787257671356201,18.807743072509769
