OID_,Name,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name_1,LakeAddChe,Shape_Leng,Shape_Length,Area_km2,Area_km2geodesic
975,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,4825.964773,1.015112693,1.015850984
976,R/Cv,76,0,site23,Y,26301.05699,4825.964773,1.015112693,1.015850984
977,R/Cv,79,0,siteSC-6B,Y,194569.6103,4825.964773,1.015112693,1.015850984
978,R/Cv,82,0,siteSC-7B,Y,213971.6585,4825.964773,1.015112693,1.015850984
979,R/Cv,56,0,SC-8B,Y,237453.753,4031.450631,0.49489277,0.495217069
980,R/Cv,58,0,siteSC-9A,Y,258694.6456,4031.450631,0.49489277,0.495217069
981,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,4031.450631,0.49489277,0.495217069
982,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,4031.450631,0.49489277,0.495217069
983,R/Cv,76,0,site23,Y,26301.05699,4031.450631,0.49489277,0.495217069
984,R/Cv,79,0,siteSC-6B,Y,194569.6103,4031.450631,0.49489277,0.495217069
985,R/Cv,82,0,siteSC-7B,Y,213971.6585,4031.450631,0.49489277,0.495217069
986,R/Cv,56,0,SC-8B,Y,237453.753,19404.92419,2.908614447,2.910737935
987,R/Cv,58,0,siteSC-9A,Y,258694.6456,19404.92419,2.908614447,2.910737935
988,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,19404.92419,2.908614447,2.910737935
989,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,19404.92419,2.908614447,2.910737935
990,R/Cv,76,0,site23,Y,26301.05699,19404.92419,2.908614447,2.910737935
991,R/Cv,79,0,siteSC-6B,Y,194569.6103,19404.92419,2.908614447,2.910737935
992,R/Cv,82,0,siteSC-7B,Y,213971.6585,19404.92419,2.908614447,2.910737935
993,MpMbMpv,56,0,SC-8B,Y,237453.753,33614.25711,9.023468186,9.031094748
994,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,33614.25711,9.023468186,9.031094748
995,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,33614.25711,9.023468186,9.031094748
996,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,33614.25711,9.023468186,9.031094748
997,MpMbMpv,76,0,site23,Y,26301.05699,33614.25711,9.023468186,9.031094748
998,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,33614.25711,9.023468186,9.031094748
999,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,33614.25711,9.023468186,9.031094748
1000,ApAt,56,0,SC-8B,Y,237453.753,252.6861161,0.002179401,0.002180869
1001,ApAt,58,0,siteSC-9A,Y,258694.6456,252.6861161,0.002179401,0.002180869
1002,ApAt,59,0,siteSCoutlet170710,Y,263523.1099,252.6861161,0.002179401,0.002180869
1003,ApAt,60,0,siteSCoutlet170807,Y,267972.9067,252.6861161,0.002179401,0.002180869
1004,ApAt,78,0,siteSC-5B,Y,162850.4689,252.6861161,0.002179401,0.002180869
1005,ApAt,79,0,siteSC-6B,Y,194569.6103,252.6861161,0.002179401,0.002180869
1006,ApAt,82,0,siteSC-7B,Y,213971.6585,252.6861161,0.002179401,0.002180869
1007,R/Cv,56,0,SC-8B,Y,237453.753,7321.87401,1.253225797,1.254191775
1008,R/Cv,58,0,siteSC-9A,Y,258694.6456,7321.87401,1.253225797,1.254191775
1009,R/Cv,59,0,siteSCoutlet170710,Y,263523.1099,7321.87401,1.253225797,1.254191775
1010,R/Cv,60,0,siteSCoutlet170807,Y,267972.9067,7321.87401,1.253225797,1.254191775
1011,R/Cv,78,0,siteSC-5B,Y,162850.4689,7321.87401,1.253225797,1.254191775
1012,R/Cv,79,0,siteSC-6B,Y,194569.6103,7321.87401,1.253225797,1.254191775
1013,R/Cv,82,0,siteSC-7B,Y,213971.6585,7321.87401,1.253225797,1.254191775
1014,Mv,56,0,SC-8B,Y,237453.753,3304.251996,0.146097402,0.14620596
1015,Mv,58,0,siteSC-9A,Y,258694.6456,3304.251996,0.146097402,0.14620596
1016,Mv,59,0,siteSCoutlet170710,Y,263523.1099,3304.251996,0.146097402,0.14620596
1017,Mv,60,0,siteSCoutlet170807,Y,267972.9067,3304.251996,0.146097402,0.14620596
1018,Mv,78,0,siteSC-5B,Y,162850.4689,3304.251996,0.146097402,0.14620596
1019,Mv,79,0,siteSC-6B,Y,194569.6103,3304.251996,0.146097402,0.14620596
1020,Mv,82,0,siteSC-7B,Y,213971.6585,3304.251996,0.146097402,0.14620596
1021,Mv,56,0,SC-8B,Y,237453.753,6731.873465,1.242450529,1.243395439
1022,Mv,58,0,siteSC-9A,Y,258694.6456,6731.873465,1.242450529,1.243395439
1023,Mv,59,0,siteSCoutlet170710,Y,263523.1099,6731.873465,1.242450529,1.243395439
1024,Mv,60,0,siteSCoutlet170807,Y,267972.9067,6731.873465,1.242450529,1.243395439
1025,Mv,78,0,siteSC-5B,Y,162850.4689,6731.873465,1.242450529,1.243395439
1026,Mv,79,0,siteSC-6B,Y,194569.6103,6731.873465,1.242450529,1.243395439
1027,Mv,82,0,siteSC-7B,Y,213971.6585,6731.873465,1.242450529,1.243395439
1028,Mv,56,0,SC-8B,Y,237453.753,10274.28486,2.349978403,2.351739529
1029,Mv,58,0,siteSC-9A,Y,258694.6456,10274.28486,2.349978403,2.351739529
1030,Mv,59,0,siteSCoutlet170710,Y,263523.1099,10274.28486,2.349978403,2.351739529
1031,Mv,60,0,siteSCoutlet170807,Y,267972.9067,10274.28486,2.349978403,2.351739529
1032,Mv,78,0,siteSC-5B,Y,162850.4689,10274.28486,2.349978403,2.351739529
1033,Mv,79,0,siteSC-6B,Y,194569.6103,10274.28486,2.349978403,2.351739529
1034,Mv,82,0,siteSC-7B,Y,213971.6585,10274.28486,2.349978403,2.351739529
1035,Mv,56,0,SC-8B,Y,237453.753,6836.433453,1.181650622,1.182548786
1036,Mv,58,0,siteSC-9A,Y,258694.6456,6836.433453,1.181650622,1.182548786
1037,Mv,59,0,siteSCoutlet170710,Y,263523.1099,6836.433453,1.181650622,1.182548786
1038,Mv,60,0,siteSCoutlet170807,Y,267972.9067,6836.433453,1.181650622,1.182548786
1039,Mv,78,0,siteSC-5B,Y,162850.4689,6836.433453,1.181650622,1.182548786
1040,Mv,79,0,siteSC-6B,Y,194569.6103,6836.433453,1.181650622,1.182548786
1041,Mv,82,0,siteSC-7B,Y,213971.6585,6836.433453,1.181650622,1.182548786
1042,Mv,56,0,SC-8B,Y,237453.753,5026.669405,0.971273788,0.972023377
1043,Mv,58,0,siteSC-9A,Y,258694.6456,5026.669405,0.971273788,0.972023377
1044,Mv,59,0,siteSCoutlet170710,Y,263523.1099,5026.669405,0.971273788,0.972023377
1045,Mv,60,0,siteSCoutlet170807,Y,267972.9067,5026.669405,0.971273788,0.972023377
1046,Mv,78,0,siteSC-5B,Y,162850.4689,5026.669405,0.971273788,0.972023377
1047,Mv,79,0,siteSC-6B,Y,194569.6103,5026.669405,0.971273788,0.972023377
1048,Mv,82,0,siteSC-7B,Y,213971.6585,5026.669405,0.971273788,0.972023377
1049,MhMrMm,56,0,SC-8B,Y,237453.753,2787.108122,0.208016952,0.20816789
1050,MhMrMm,58,0,siteSC-9A,Y,258694.6456,2787.108122,0.208016952,0.20816789
1051,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,2787.108122,0.208016952,0.20816789
1052,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,2787.108122,0.208016952,0.20816789
1053,MhMrMm,78,0,siteSC-5B,Y,162850.4689,2787.108122,0.208016952,0.20816789
1054,MhMrMm,79,0,siteSC-6B,Y,194569.6103,2787.108122,0.208016952,0.20816789
1055,MhMrMm,82,0,siteSC-7B,Y,213971.6585,2787.108122,0.208016952,0.20816789
1056,Cx,56,0,SC-8B,Y,237453.753,12051.34498,3.612237189,3.615040564
1057,Cx,58,0,siteSC-9A,Y,258694.6456,12051.34498,3.612237189,3.615040564
1058,Cx,59,0,siteSCoutlet170710,Y,263523.1099,12051.34498,3.612237189,3.615040564
1059,Cx,60,0,siteSCoutlet170807,Y,267972.9067,12051.34498,3.612237189,3.615040564
1060,Cx,78,0,siteSC-5B,Y,162850.4689,12051.34498,3.612237189,3.615040564
1061,Cx,79,0,siteSC-6B,Y,194569.6103,12051.34498,3.612237189,3.615040564
1062,Cx,82,0,siteSC-7B,Y,213971.6585,12051.34498,3.612237189,3.615040564
1063,Cx,56,0,SC-8B,Y,237453.753,82.72535622,0.000236015,0.00023622
1064,Cx,58,0,siteSC-9A,Y,258694.6456,82.72535622,0.000236015,0.00023622
1065,Cx,59,0,siteSCoutlet170710,Y,263523.1099,82.72535622,0.000236015,0.00023622
1066,Cx,60,0,siteSCoutlet170807,Y,267972.9067,82.72535622,0.000236015,0.00023622
1067,Cx,78,0,siteSC-5B,Y,162850.4689,82.72535622,0.000236015,0.00023622
1068,Cx,79,0,siteSC-6B,Y,194569.6103,82.72535622,0.000236015,0.00023622
1069,Cx,82,0,siteSC-7B,Y,213971.6585,82.72535622,0.000236015,0.00023622
1070,MpMbMpv,56,0,SC-8B,Y,237453.753,11112.433,4.654744118,4.658388865
1071,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,11112.433,4.654744118,4.658388865
1072,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,11112.433,4.654744118,4.658388865
1073,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,11112.433,4.654744118,4.658388865
1074,MpMbMpv,78,0,siteSC-5B,Y,162850.4689,11112.433,4.654744118,4.658388865
1075,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,11112.433,4.654744118,4.658388865
1076,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,11112.433,4.654744118,4.658388865
1077,MpMbMpv,56,0,SC-8B,Y,237453.753,12543.00111,4.83488638,4.83870658
1078,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,12543.00111,4.83488638,4.83870658
1079,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,12543.00111,4.83488638,4.83870658
1080,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,12543.00111,4.83488638,4.83870658
1081,MpMbMpv,78,0,siteSC-5B,Y,162850.4689,12543.00111,4.83488638,4.83870658
1082,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,12543.00111,4.83488638,4.83870658
1083,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,12543.00111,4.83488638,4.83870658
1084,Cx,56,0,SC-8B,Y,237453.753,37067.4257,6.248665996,6.253487584
1085,Cx,58,0,siteSC-9A,Y,258694.6456,37067.4257,6.248665996,6.253487584
1086,Cx,59,0,siteSCoutlet170710,Y,263523.1099,37067.4257,6.248665996,6.253487584
1087,Cx,60,0,siteSCoutlet170807,Y,267972.9067,37067.4257,6.248665996,6.253487584
1088,Cx,78,0,siteSC-5B,Y,162850.4689,37067.4257,6.248665996,6.253487584
1089,Cx,79,0,siteSC-6B,Y,194569.6103,37067.4257,6.248665996,6.253487584
1090,Cx,82,0,siteSC-7B,Y,213971.6585,37067.4257,6.248665996,6.253487584
1091,Cx,56,0,SC-8B,Y,237453.753,117.4989527,8.61381E-05,8.60907E-05
1092,Cx,58,0,siteSC-9A,Y,258694.6456,117.4989527,8.61381E-05,8.60907E-05
1093,Cx,59,0,siteSCoutlet170710,Y,263523.1099,117.4989527,8.61381E-05,8.60907E-05
1094,Cx,60,0,siteSCoutlet170807,Y,267972.9067,117.4989527,8.61381E-05,8.60907E-05
1095,Cx,78,0,siteSC-5B,Y,162850.4689,117.4989527,8.61381E-05,8.60907E-05
1096,Cx,79,0,siteSC-6B,Y,194569.6103,117.4989527,8.61381E-05,8.60907E-05
1097,Cx,82,0,siteSC-7B,Y,213971.6585,117.4989527,8.61381E-05,8.60907E-05
1098,At,56,0,SC-8B,Y,237453.753,1542.029697,0.035490049,0.035516898
1099,At,58,0,siteSC-9A,Y,258694.6456,1542.029697,0.035490049,0.035516898
1100,At,59,0,siteSCoutlet170710,Y,263523.1099,1542.029697,0.035490049,0.035516898
1101,At,60,0,siteSCoutlet170807,Y,267972.9067,1542.029697,0.035490049,0.035516898
1102,At,78,0,siteSC-5B,Y,162850.4689,1542.029697,0.035490049,0.035516898
1103,At,79,0,siteSC-6B,Y,194569.6103,1542.029697,0.035490049,0.035516898
1104,At,82,0,siteSC-7B,Y,213971.6585,1542.029697,0.035490049,0.035516898
1105,MpMbMpv,56,0,SC-8B,Y,237453.753,14.19569358,2.66217E-06,2.66483E-06
1106,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,14.19569358,2.66217E-06,2.66483E-06
1107,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,14.19569358,2.66217E-06,2.66483E-06
1108,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,14.19569358,2.66217E-06,2.66483E-06
1109,MpMbMpv,78,0,siteSC-5B,Y,162850.4689,14.19569358,2.66217E-06,2.66483E-06
1110,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,14.19569358,2.66217E-06,2.66483E-06
1111,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,14.19569358,2.66217E-06,2.66483E-06
1112,At,56,0,SC-8B,Y,237453.753,2765.484837,0.233526033,0.233702386
1113,At,58,0,siteSC-9A,Y,258694.6456,2765.484837,0.233526033,0.233702386
1114,At,59,0,siteSCoutlet170710,Y,263523.1099,2765.484837,0.233526033,0.233702386
1115,At,60,0,siteSCoutlet170807,Y,267972.9067,2765.484837,0.233526033,0.233702386
1116,At,78,0,siteSC-5B,Y,162850.4689,2765.484837,0.233526033,0.233702386
1117,At,79,0,siteSC-6B,Y,194569.6103,2765.484837,0.233526033,0.233702386
1118,At,82,0,siteSC-7B,Y,213971.6585,2765.484837,0.233526033,0.233702386
1119,At,56,0,SC-8B,Y,237453.753,3425.737728,0.100561341,0.100639748
1120,At,58,0,siteSC-9A,Y,258694.6456,3425.737728,0.100561341,0.100639748
1121,At,59,0,siteSCoutlet170710,Y,263523.1099,3425.737728,0.100561341,0.100639748
1122,At,60,0,siteSCoutlet170807,Y,267972.9067,3425.737728,0.100561341,0.100639748
1123,At,78,0,siteSC-5B,Y,162850.4689,3425.737728,0.100561341,0.100639748
1124,At,79,0,siteSC-6B,Y,194569.6103,3425.737728,0.100561341,0.100639748
1125,At,82,0,siteSC-7B,Y,213971.6585,3425.737728,0.100561341,0.100639748
1126,At,56,0,SC-8B,Y,237453.753,12074.63047,2.5576967,2.559432351
1127,At,58,0,siteSC-9A,Y,258694.6456,12074.63047,2.5576967,2.559432351
1128,At,59,0,siteSCoutlet170710,Y,263523.1099,12074.63047,2.5576967,2.559432351
1129,At,60,0,siteSCoutlet170807,Y,267972.9067,12074.63047,2.5576967,2.559432351
1130,At,78,0,siteSC-5B,Y,162850.4689,12074.63047,2.5576967,2.559432351
1131,At,79,0,siteSC-6B,Y,194569.6103,12074.63047,2.5576967,2.559432351
1132,At,82,0,siteSC-7B,Y,213971.6585,12074.63047,2.5576967,2.559432351
1133,ApAt,56,0,SC-8B,Y,237453.753,28354.56324,6.900656181,6.906574613
1134,ApAt,58,0,siteSC-9A,Y,258694.6456,28354.56324,6.900656181,6.906574613
1135,ApAt,59,0,siteSCoutlet170710,Y,263523.1099,28354.56324,6.900656181,6.906574613
1136,ApAt,60,0,siteSCoutlet170807,Y,267972.9067,28354.56324,6.900656181,6.906574613
1137,ApAt,78,0,siteSC-5B,Y,162850.4689,28354.56324,6.900656181,6.906574613
1138,ApAt,79,0,siteSC-6B,Y,194569.6103,28354.56324,6.900656181,6.906574613
1139,ApAt,82,0,siteSC-7B,Y,213971.6585,28354.56324,6.900656181,6.906574613
1140,ApAt,56,0,SC-8B,Y,237453.753,8.964527127,9.00016E-08,9.03174E-08
1141,ApAt,58,0,siteSC-9A,Y,258694.6456,8.964527127,9.00016E-08,9.03174E-08
1142,ApAt,59,0,siteSCoutlet170710,Y,263523.1099,8.964527127,9.00016E-08,9.03174E-08
1143,ApAt,60,0,siteSCoutlet170807,Y,267972.9067,8.964527127,9.00016E-08,9.03174E-08
1144,ApAt,78,0,siteSC-5B,Y,162850.4689,8.964527127,9.00016E-08,9.03174E-08
1145,ApAt,79,0,siteSC-6B,Y,194569.6103,8.964527127,9.00016E-08,9.03174E-08
1146,ApAt,82,0,siteSC-7B,Y,213971.6585,8.964527127,9.00016E-08,9.03174E-08
1147,Cx,56,0,SC-8B,Y,237453.753,19.68394508,1.05696E-05,1.05774E-05
1148,Cx,58,0,siteSC-9A,Y,258694.6456,19.68394508,1.05696E-05,1.05774E-05
1149,Cx,59,0,siteSCoutlet170710,Y,263523.1099,19.68394508,1.05696E-05,1.05774E-05
1150,Cx,60,0,siteSCoutlet170807,Y,267972.9067,19.68394508,1.05696E-05,1.05774E-05
1151,Cx,78,0,siteSC-5B,Y,162850.4689,19.68394508,1.05696E-05,1.05774E-05
1152,Cx,79,0,siteSC-6B,Y,194569.6103,19.68394508,1.05696E-05,1.05774E-05
1153,Cx,82,0,siteSC-7B,Y,213971.6585,19.68394508,1.05696E-05,1.05774E-05
1154,Cx,56,0,SC-8B,Y,237453.753,5437.777706,0.563387045,0.563791369
1155,Cx,58,0,siteSC-9A,Y,258694.6456,5437.777706,0.563387045,0.563791369
1156,Cx,59,0,siteSCoutlet170710,Y,263523.1099,5437.777706,0.563387045,0.563791369
1157,Cx,60,0,siteSCoutlet170807,Y,267972.9067,5437.777706,0.563387045,0.563791369
1158,Cx,78,0,siteSC-5B,Y,162850.4689,5437.777706,0.563387045,0.563791369
1159,Cx,79,0,siteSC-6B,Y,194569.6103,5437.777706,0.563387045,0.563791369
1160,Cx,82,0,siteSC-7B,Y,213971.6585,5437.777706,0.563387045,0.563791369
1161,MhMrMm,56,0,SC-8B,Y,237453.753,20653.49806,7.528382442,7.534339473
1162,MhMrMm,58,0,siteSC-9A,Y,258694.6456,20653.49806,7.528382442,7.534339473
1163,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,20653.49806,7.528382442,7.534339473
1164,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,20653.49806,7.528382442,7.534339473
1165,MhMrMm,78,0,siteSC-5B,Y,162850.4689,20653.49806,7.528382442,7.534339473
1166,MhMrMm,79,0,siteSC-6B,Y,194569.6103,20653.49806,7.528382442,7.534339473
1167,MhMrMm,82,0,siteSC-7B,Y,213971.6585,20653.49806,7.528382442,7.534339473
1168,At,56,0,SC-8B,Y,237453.753,11295.61622,2.484292724,2.486120068
1169,At,58,0,siteSC-9A,Y,258694.6456,11295.61622,2.484292724,2.486120068
1170,At,59,0,siteSCoutlet170710,Y,263523.1099,11295.61622,2.484292724,2.486120068
1171,At,60,0,siteSCoutlet170807,Y,267972.9067,11295.61622,2.484292724,2.486120068
1172,At,78,0,siteSC-5B,Y,162850.4689,11295.61622,2.484292724,2.486120068
1173,At,79,0,siteSC-6B,Y,194569.6103,11295.61622,2.484292724,2.486120068
1174,At,82,0,siteSC-7B,Y,213971.6585,11295.61622,2.484292724,2.486120068
1175,MhMrMm,56,0,SC-8B,Y,237453.753,9544.179443,1.273082548,1.27407702
1176,MhMrMm,58,0,siteSC-9A,Y,258694.6456,9544.179443,1.273082548,1.27407702
1177,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,9544.179443,1.273082548,1.27407702
1178,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,9544.179443,1.273082548,1.27407702
1179,MhMrMm,78,0,siteSC-5B,Y,162850.4689,9544.179443,1.273082548,1.27407702
1180,MhMrMm,79,0,siteSC-6B,Y,194569.6103,9544.179443,1.273082548,1.27407702
1181,MhMrMm,82,0,siteSC-7B,Y,213971.6585,9544.179443,1.273082548,1.27407702
1182,MpMbMpv,56,0,SC-8B,Y,237453.753,48903.64382,26.93864849,26.96132391
1183,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,48903.64382,26.93864849,26.96132391
1184,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,48903.64382,26.93864849,26.96132391
1185,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,48903.64382,26.93864849,26.96132391
1186,MpMbMpv,78,0,siteSC-5B,Y,162850.4689,48903.64382,26.93864849,26.96132391
1187,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,48903.64382,26.93864849,26.96132391
1188,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,48903.64382,26.93864849,26.96132391
1189,Gt,56,0,SC-8B,Y,237453.753,5218.685037,0.715987853,0.716522848
1190,Gt,58,0,siteSC-9A,Y,258694.6456,5218.685037,0.715987853,0.716522848
1191,Gt,59,0,siteSCoutlet170710,Y,263523.1099,5218.685037,0.715987853,0.716522848
1192,Gt,60,0,siteSCoutlet170807,Y,267972.9067,5218.685037,0.715987853,0.716522848
1193,Gt,78,0,siteSC-5B,Y,162850.4689,5218.685037,0.715987853,0.716522848
1194,Gt,79,0,siteSC-6B,Y,194569.6103,5218.685037,0.715987853,0.716522848
1195,Gt,82,0,siteSC-7B,Y,213971.6585,5218.685037,0.715987853,0.716522848
1196,Gt,56,0,SC-8B,Y,237453.753,1381.249826,0.101630509,0.101705275
1197,Gt,58,0,siteSC-9A,Y,258694.6456,1381.249826,0.101630509,0.101705275
1198,Gt,59,0,siteSCoutlet170710,Y,263523.1099,1381.249826,0.101630509,0.101705275
1199,Gt,60,0,siteSCoutlet170807,Y,267972.9067,1381.249826,0.101630509,0.101705275
1200,Gt,78,0,siteSC-5B,Y,162850.4689,1381.249826,0.101630509,0.101705275
1201,Gt,79,0,siteSC-6B,Y,194569.6103,1381.249826,0.101630509,0.101705275
1202,Gt,82,0,siteSC-7B,Y,213971.6585,1381.249826,0.101630509,0.101705275
1203,Af,56,0,SC-8B,Y,237453.753,10571.33451,1.942816838,1.944266091
1204,Af,58,0,siteSC-9A,Y,258694.6456,10571.33451,1.942816838,1.944266091
1205,Af,59,0,siteSCoutlet170710,Y,263523.1099,10571.33451,1.942816838,1.944266091
1206,Af,60,0,siteSCoutlet170807,Y,267972.9067,10571.33451,1.942816838,1.944266091
1207,Af,78,0,siteSC-5B,Y,162850.4689,10571.33451,1.942816838,1.944266091
1208,Af,79,0,siteSC-6B,Y,194569.6103,10571.33451,1.942816838,1.944266091
1209,Af,82,0,siteSC-7B,Y,213971.6585,10571.33451,1.942816838,1.944266091
1210,MhMrMm,56,0,SC-8B,Y,237453.753,1523.172249,0.142164358,0.142265729
1211,MhMrMm,58,0,siteSC-9A,Y,258694.6456,1523.172249,0.142164358,0.142265729
1212,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,1523.172249,0.142164358,0.142265729
1213,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,1523.172249,0.142164358,0.142265729
1214,MhMrMm,78,0,siteSC-5B,Y,162850.4689,1523.172249,0.142164358,0.142265729
1215,MhMrMm,79,0,siteSC-6B,Y,194569.6103,1523.172249,0.142164358,0.142265729
1216,MhMrMm,82,0,siteSC-7B,Y,213971.6585,1523.172249,0.142164358,0.142265729
1217,fOpOfPO,56,0,SC-8B,Y,237453.753,5546.225356,0.706312125,0.706856375
1218,fOpOfPO,58,0,siteSC-9A,Y,258694.6456,5546.225356,0.706312125,0.706856375
1219,fOpOfPO,59,0,siteSCoutlet170710,Y,263523.1099,5546.225356,0.706312125,0.706856375
1220,fOpOfPO,60,0,siteSCoutlet170807,Y,267972.9067,5546.225356,0.706312125,0.706856375
1221,fOpOfPO,78,0,siteSC-5B,Y,162850.4689,5546.225356,0.706312125,0.706856375
1222,fOpOfPO,79,0,siteSC-6B,Y,194569.6103,5546.225356,0.706312125,0.706856375
1223,fOpOfPO,82,0,siteSC-7B,Y,213971.6585,5546.225356,0.706312125,0.706856375
1224,fOpOfPO,56,0,SC-8B,Y,237453.753,12392.15665,1.738168528,1.739517713
1225,fOpOfPO,58,0,siteSC-9A,Y,258694.6456,12392.15665,1.738168528,1.739517713
1226,fOpOfPO,59,0,siteSCoutlet170710,Y,263523.1099,12392.15665,1.738168528,1.739517713
1227,fOpOfPO,60,0,siteSCoutlet170807,Y,267972.9067,12392.15665,1.738168528,1.739517713
1228,fOpOfPO,78,0,siteSC-5B,Y,162850.4689,12392.15665,1.738168528,1.739517713
1229,fOpOfPO,79,0,siteSC-6B,Y,194569.6103,12392.15665,1.738168528,1.739517713
1230,fOpOfPO,82,0,siteSC-7B,Y,213971.6585,12392.15665,1.738168528,1.739517713
1231,MhMrMm,56,0,SC-8B,Y,237453.753,44676.89484,21.3338101,21.35084925
1232,MhMrMm,58,0,siteSC-9A,Y,258694.6456,44676.89484,21.3338101,21.35084925
1233,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,44676.89484,21.3338101,21.35084925
1234,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,44676.89484,21.3338101,21.35084925
1235,MhMrMm,78,0,siteSC-5B,Y,162850.4689,44676.89484,21.3338101,21.35084925
1236,MhMrMm,79,0,siteSC-6B,Y,194569.6103,44676.89484,21.3338101,21.35084925
1237,MhMrMm,82,0,siteSC-7B,Y,213971.6585,44676.89484,21.3338101,21.35084925
1238,fOpOfPO,56,0,SC-8B,Y,237453.753,7235.847092,0.857547376,0.858193331
1239,fOpOfPO,58,0,siteSC-9A,Y,258694.6456,7235.847092,0.857547376,0.858193331
1240,fOpOfPO,59,0,siteSCoutlet170710,Y,263523.1099,7235.847092,0.857547376,0.858193331
1241,fOpOfPO,60,0,siteSCoutlet170807,Y,267972.9067,7235.847092,0.857547376,0.858193331
1242,fOpOfPO,78,0,siteSC-5B,Y,162850.4689,7235.847092,0.857547376,0.858193331
1243,fOpOfPO,79,0,siteSC-6B,Y,194569.6103,7235.847092,0.857547376,0.858193331
1244,fOpOfPO,82,0,siteSC-7B,Y,213971.6585,7235.847092,0.857547376,0.858193331
1245,ApAt,56,0,SC-8B,Y,237453.753,21932.39219,3.560517665,3.5631362
1246,ApAt,58,0,siteSC-9A,Y,258694.6456,21932.39219,3.560517665,3.5631362
1247,ApAt,59,0,siteSCoutlet170710,Y,263523.1099,21932.39219,3.560517665,3.5631362
1248,ApAt,60,0,siteSCoutlet170807,Y,267972.9067,21932.39219,3.560517665,3.5631362
1249,ApAt,78,0,siteSC-5B,Y,162850.4689,21932.39219,3.560517665,3.5631362
1250,ApAt,79,0,siteSC-6B,Y,194569.6103,21932.39219,3.560517665,3.5631362
1251,ApAt,82,0,siteSC-7B,Y,213971.6585,21932.39219,3.560517665,3.5631362
1252,MpMbMpv,56,0,SC-8B,Y,237453.753,100.0455729,1.74879E-05,1.74189E-05
1253,MpMbMpv,58,0,siteSC-9A,Y,258694.6456,100.0455729,1.74879E-05,1.74189E-05
1254,MpMbMpv,59,0,siteSCoutlet170710,Y,263523.1099,100.0455729,1.74879E-05,1.74189E-05
1255,MpMbMpv,60,0,siteSCoutlet170807,Y,267972.9067,100.0455729,1.74879E-05,1.74189E-05
1256,MpMbMpv,78,0,siteSC-5B,Y,162850.4689,100.0455729,1.74879E-05,1.74189E-05
1257,MpMbMpv,79,0,siteSC-6B,Y,194569.6103,100.0455729,1.74879E-05,1.74189E-05
1258,MpMbMpv,82,0,siteSC-7B,Y,213971.6585,100.0455729,1.74879E-05,1.74189E-05
1259,MhMrMm,56,0,SC-8B,Y,237453.753,2317.060032,0.137055035,0.137163478
1260,MhMrMm,58,0,siteSC-9A,Y,258694.6456,2317.060032,0.137055035,0.137163478
1261,MhMrMm,59,0,siteSCoutlet170710,Y,263523.1099,2317.060032,0.137055035,0.137163478
1262,MhMrMm,60,0,siteSCoutlet170807,Y,267972.9067,2317.060032,0.137055035,0.137163478
1263,MhMrMm,78,0,siteSC-5B,Y,162850.4689,2317.060032,0.137055035,0.137163478
