"","Date","site","TIMESTAMP","RECORD","SM10cm","SM25cm","AirTinst48","AirTavg48","RainTot48","SM10cm48","SM25cm48","SWRad48","LWRad48","RadTot48","WindSpd48","WindDir48"
"1","2017-07-25","SC-4A","2017-07-25 18:00:00",4137,0.224,0.346,13.7827708333333,13.8749582916667,20.7,0.23425,0.4456875,59.8935833541667,-9.59695833333333,50.2965416458333,2.31958333333333,119.861020833333
"2","2017-07-25","SC-4B","2017-07-25 18:00:00",4137,0.224,0.346,13.7827708333333,13.8749582916667,20.7,0.23425,0.4456875,59.8935833541667,-9.59695833333333,50.2965416458333,2.31958333333333,119.861020833333
"3","2017-07-25","SC-4C","2017-07-25 18:00:00",4137,0.224,0.346,13.7827708333333,13.8749582916667,20.7,0.23425,0.4456875,59.8935833541667,-9.59695833333333,50.2965416458333,2.31958333333333,119.861020833333
"4","2017-07-25","SC-5A","2017-07-25 12:00:00",4131,0.223,0.348,14.3516666666667,14.3408332916667,18.6,0.235791666666667,0.46625,80.9265000208333,-12.7640625,68.1638333125,2.34522916666667,138.6026875
"5","2017-07-25","SC-5B","2017-07-25 11:00:00",4130,0.224,0.349,14.3366666666667,14.3072916458333,18.6,0.236125,0.4701875,83.0848333541667,-12.7554791666667,70.3298749791667,2.33429166666667,141.098520833333
"6","2017-07-25","SC-5C","2017-07-25 12:00:00",4131,0.223,0.348,14.3516666666667,14.3408332916667,18.6,0.235791666666667,0.46625,80.9265000208333,-12.7640625,68.1638333125,2.34522916666667,138.6026875
"7","2017-07-25","SC-6A","2017-07-25 14:00:00",4133,0.224,0.347,14.3233333333333,14.3281249583333,18.7,0.235145833333333,0.458791666666667,71.9254583541667,-12.3775833333333,59.5490416458333,2.36027083333333,132.9151875
"8","2017-07-25","SC-6B","2017-07-25 13:00:00",4132,0.223,0.348,14.3477083333333,14.3449999583333,18.6,0.235458333333333,0.462458333333333,76.2140000208333,-12.7505625,63.4648749791667,2.35191666666667,135.711020833333
"9","2017-07-25","SC-6C","2017-07-25 13:00:00",4132,0.223,0.348,14.3477083333333,14.3449999583333,18.6,0.235458333333333,0.462458333333333,76.2140000208333,-12.7505625,63.4648749791667,2.35191666666667,135.711020833333
"10","2017-07-25","SC-7A","2017-07-25 15:00:00",4134,0.224,0.347,14.2679166666667,14.2843749583333,19.9,0.234875,0.4551875,67.8977500208333,-11.5768958333333,56.3215416458333,2.35720833333333,130.0214375
"11","2017-07-25","SC-7B","2017-07-25 14:00:00",4133,0.224,0.347,14.3233333333333,14.3281249583333,18.7,0.235145833333333,0.458791666666667,71.9254583541667,-12.3775833333333,59.5490416458333,2.36027083333333,132.9151875
"12","2017-07-25","SC-7C","2017-07-25 15:00:00",4134,0.224,0.347,14.2679166666667,14.2843749583333,19.9,0.234875,0.4551875,67.8977500208333,-11.5768958333333,56.3215416458333,2.35720833333333,130.0214375
"13","2017-07-25","SC-8A","2017-07-25 16:00:00",4135,0.224,0.346,14.1712499791667,14.2043749583333,20.4,0.234645833333333,0.45175,64.0831666875,-10.8249583333333,53.2590416458333,2.35747916666667,127.048520833333
"14","2017-07-25","SC-8B","2017-07-25 16:00:00",4135,0.224,0.346,14.1712499791667,14.2043749583333,20.4,0.234645833333333,0.45175,64.0831666875,-10.8249583333333,53.2590416458333,2.35747916666667,127.048520833333
"15","2017-07-25","SC-8C","2017-07-25 15:00:00",4134,0.224,0.347,14.2679166666667,14.2843749583333,19.9,0.234875,0.4551875,67.8977500208333,-11.5768958333333,56.3215416458333,2.35720833333333,130.0214375
"16","2017-07-25","SC-9A","2017-07-25 17:00:00",4136,0.224,0.346,14.0276874791667,14.0737499583333,20.5,0.2344375,0.448625,62.1081666875,-10.2477083333333,51.8611249791667,2.342375,123.800604166667
"17","2017-07-27","SC-1A","2017-07-27 11:00:00",4178,0.216,0.335,8.3303125,8.33112502083333,2.4,0.220958333333333,0.341416666666667,116.062458314583,-22.31131250625,93.7499166666667,1.17881250645833,161.402083333333
"18","2017-07-27","SC-2A","2017-07-27 12:00:00",4179,0.216,0.334,8.34739583333333,8.33300004166667,2.4,0.220791666666667,0.341125,119.839541647917,-23.5624583395833,96.276375,1.19725000645833,160.164583333333
"19","2017-07-27","SC-2B","2017-07-27 12:00:00",4179,0.216,0.334,8.34739583333333,8.33300004166667,2.4,0.220791666666667,0.341125,119.839541647917,-23.5624583395833,96.276375,1.19725000645833,160.164583333333
"20","2017-07-27","SC-2C","2017-07-27 12:00:00",4179,0.216,0.334,8.34739583333333,8.33300004166667,2.4,0.220791666666667,0.341125,119.839541647917,-23.5624583395833,96.276375,1.19725000645833,160.164583333333
"21","2017-07-27","SC-3A","2017-07-27 14:00:00",4181,0.214,0.331,8.50614583333333,8.44279170833333,2.3,0.220479166666667,0.340520833333333,136.736416647917,-26.83950000625,109.895333333333,1.21595833979167,158.660416666667
"22","2017-07-27","SC-3B","2017-07-27 13:00:00",4180,0.215,0.333,8.41989583333333,8.369458375,2.4,0.220645833333333,0.340833333333333,127.545791647917,-25.0565208395833,102.487833333333,1.20945833979167,159.314583333333
"23","2017-07-27","SC-3C","2017-07-27 13:00:00",4180,0.215,0.333,8.41989583333333,8.369458375,2.4,0.220645833333333,0.340833333333333,127.545791647917,-25.0565208395833,102.487833333333,1.20945833979167,159.314583333333
