OID_,FID_NCSCDv2_Canada_nad83zn8,AREA,PERIMETER,CANADAJAN0,CANADAJAN1,SL,GELISOL_PC,HISTOSOL_P,MOLLISOL_P,VERTISOL_P,ARIDISOL_P,ANDISOL_PC,ENTISOL_PC,ULTISOL_PC,SPODOSOL_P,INCEPTISOL,ALFISOL_PC,NATRIC_PCT,AQU_PCT,WATER_PCT,ROCKLAND_P,GLACIER_PC,MISC_PCT,TURBEL_PCT,ORTHEL_PCT,HISTEL_PCT,TOTAL_PCT,EXTENT,GE_AREA,AL_AREA,EN_AREA,IN_AREA,SP_AREA,NA_AREA,AQ_AREA,VE_AREA,MO_AREA,HI_AREA,AR_AREA,AN_AREA,UL_AREA,GET_AREA,GEO_AREA,GEH_AREA,ROCK_AREA,GLACIER_AR,MISC_AREA,GE_30SOCM,AL_30SOCM,EN_30SOCM,IN_30SOCM,SP_30SOCM,NA_30SOCM,AQ_30SOCM,VE_30SOCM,MO_30SOCM,HI_30SOCM,AR_30SOCM,AN_30SOCM,UL_30SOCM,GET_30SOCM,GEO_30SOCM,GEH_30SOCM,GE_100SOCM,AL_100SOCM,EN_100SOCM,IN_100SOCM,SP_100SOCM,NA_100SOCM,AQ_100SOCM,VE_100SOCM,MO_100SOCM,HI_100SOCM,AR_100SOCM,AN_100SOCM,UL_100SOCM,GET_100SOC,GEO_100SOC,GEH_100SOC,SOCC_30CM,SOCC_100CM,SOIL_AREA,SOCM_30CM,SOCM_100CM,GEHSOCM200,GETSOCM200,GEOSOCM200,NPMSOCM200,HISOCM200,GEHSOCM300,GETSOCM300,GEOSOCM300,NPMSOCM300,HISOCM300,SOCM_200,SOCM_300,SOCC_200,SOCC_300,SOCC200_hg,SOCC300_hg,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name,WatershedArea,LakeAddCheck,Shape_Length,Shape_Area
287,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,60,,siteSCoutlet170710,,Y,13730.709207162764869,4268303.487094509415329
288,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,61,,siteSCoutlet170807,,Y,13730.709207162764869,4268303.487094509415329
289,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,70,,site19,,Y,13730.709207162764869,4268303.487094509415329
290,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,79,,siteSC-5B,,Y,13730.709207162764869,4268303.487094509415329
291,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,80,,siteSC-6B,,Y,13730.709207162764869,4268303.487094509415329
292,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,83,,siteSC-7B,,Y,13730.709207162764869,4268303.487094509415329
293,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,57,,SC-8B,,Y,22208.335212691719789,15356033.885709794238210
294,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,59,,siteSC-9A,,Y,22208.335212691719789,15356033.885709794238210
295,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,60,,siteSCoutlet170710,,Y,22208.335212691719789,15356033.885709794238210
296,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,61,,siteSCoutlet170807,,Y,22208.335212691719789,15356033.885709794238210
297,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,71,,site5,,Y,22208.335212691719789,15356033.885709794238210
298,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,79,,siteSC-5B,,Y,22208.335212691719789,15356033.885709794238210
299,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,80,,siteSC-6B,,Y,22208.335212691719789,15356033.885709794238210
300,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,83,,siteSC-7B,,Y,22208.335212691719789,15356033.885709794238210
301,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,57,,SC-8B,,Y,17585.552500096313452,9219481.785970138385892
302,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,59,,siteSC-9A,,Y,17585.552500096313452,9219481.785970138385892
303,20153,1260300000.000000000000000,229845.405999999988126,25980.000000000000000,25979.000000000000000,610341,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,5,0,100,c,1184697980.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1121682130.000000000000000,63015850.000000000000000,0.000000000000000,75619020.000000000000000,0.000000000000000,0.000000000000000,13150147578.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12675008069.000000000000000,478920460.000000000000000,0.000000000000000,27248053540.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25574352564.000000000000000,1625808930.000000000000000,0.000000000000000,10.400000000000000,21.600000000000001,1184697980.000000000000000,13150147578.000000000000000,27248053540.000000000000000,0.000000000000000,32764335017.299999237060547,1734826350.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31283714605.700000762939453,1172724968.500000000000000,0.000000000000000,0.000000000000000,34499161367.800003051757812,32456439574.200000762939453,27.399999999999999,25.800000000000001,291,274,60,,siteSCoutlet170710,,Y,17585.552500096313452,9219481.785970138385892
