OID_,FID_watercourse_acc_count_jk_nad83zn8,waterbody,impact,type,psuedo,acc_val,distant,count,RivID,Fnode,Tnode,Strahler,Segment,acc,acc_count,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name,WatershedArea,LakeAddCheck,Shape_Length
1047,536,,,,,,,,611,646,647,1,766,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,464.657462146952014
1048,536,,,,,,,,611,646,647,1,766,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,464.657462146952014
1049,536,,,,,,,,611,646,647,1,766,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,464.657462146952014
1050,549,,1,3,,1,,2,625,543,660,4,113,4.000000000000000,9.000000000000000,57,,SC-8B,,Y,1277.507014031891686
1051,549,,1,3,,1,,2,625,543,660,4,113,4.000000000000000,9.000000000000000,59,,siteSC-9A,,Y,1277.507014031891686
1052,549,,1,3,,1,,2,625,543,660,4,113,4.000000000000000,9.000000000000000,60,,siteSCoutlet170710,,Y,1277.507014031891686
1053,549,,1,3,,1,,2,625,543,660,4,113,4.000000000000000,9.000000000000000,61,,siteSCoutlet170807,,Y,1277.507014031891686
1054,549,,1,3,,1,,2,625,543,660,4,113,4.000000000000000,9.000000000000000,83,,siteSC-7B,,Y,1277.507014031891686
1055,554,,,,,,,,630,666,667,1,114,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,379.878627238770321
1056,554,,,,,,,,630,666,667,1,114,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,379.878627238770321
1057,554,,,,,,,,630,666,667,1,114,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,379.878627238770321
1058,554,,,,,,,,630,666,667,1,114,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,379.878627238770321
1059,554,,,,,,,,630,666,667,1,114,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,379.878627238770321
1060,564,,1,1,,1,1,1,641,678,647,2,769,1.000000000000000,1.000000000000000,57,,SC-8B,,Y,2045.149926104861834
1061,564,,1,1,,1,1,1,641,678,647,2,769,1.000000000000000,1.000000000000000,59,,siteSC-9A,,Y,2045.149926104861834
1062,564,,1,1,,1,1,1,641,678,647,2,769,1.000000000000000,1.000000000000000,60,,siteSCoutlet170710,,Y,2045.149926104861834
1063,564,,1,1,,1,1,1,641,678,647,2,769,1.000000000000000,1.000000000000000,61,,siteSCoutlet170807,,Y,2045.149926104861834
1064,564,,1,1,,1,1,1,641,678,647,2,769,1.000000000000000,1.000000000000000,83,,siteSC-7B,,Y,2045.149926104861834
1065,586,,1,2,,,,,663,667,660,6,759,61.000000000000000,86.000000000000000,57,,SC-8B,,Y,1748.702340427860690
1066,586,,1,2,,,,,663,667,660,6,759,61.000000000000000,86.000000000000000,59,,siteSC-9A,,Y,1748.702340427860690
1067,586,,1,2,,,,,663,667,660,6,759,61.000000000000000,86.000000000000000,60,,siteSCoutlet170710,,Y,1748.702340427860690
1068,586,,1,2,,,,,663,667,660,6,759,61.000000000000000,86.000000000000000,61,,siteSCoutlet170807,,Y,1748.702340427860690
1069,586,,1,2,,,,,663,667,660,6,759,61.000000000000000,86.000000000000000,83,,siteSC-7B,,Y,1748.702340427860690
1070,603,,,,,,,,682,720,721,1,771,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,1348.178822110520969
1071,603,,,,,,,,682,720,721,1,771,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,1348.178822110520969
1072,603,,,,,,,,682,720,721,1,771,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,1348.178822110520969
1073,603,,,,,,,,682,720,721,1,771,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,1348.178822110520969
1074,603,,,,,,,,682,720,721,1,771,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,1348.178822110520969
1075,604,,,,,,,,683,718,722,1,771,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,65.578904594631581
1076,604,,,,,,,,683,718,722,1,771,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,65.578904594631581
1077,604,,,,,,,,683,718,722,1,771,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,65.578904594631581
1078,604,,,,,,,,683,718,722,1,771,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,65.578904594631581
1079,604,,,,,,,,683,718,722,1,771,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,65.578904594631581
1080,605,,,,,,,,685,723,719,1,771,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,121.395961392422521
1081,605,,,,,,,,685,723,719,1,771,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,121.395961392422521
1082,605,,,,,,,,685,723,719,1,771,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,121.395961392422521
1083,605,,,,,,,,685,723,719,1,771,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,121.395961392422521
1084,605,,,,,,,,685,723,719,1,771,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,121.395961392422521
1085,615,,,,,,,,696,733,734,2,118,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,1541.953867625183648
1086,615,,,,,,,,696,733,734,2,118,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,1541.953867625183648
1087,615,,,,,,,,696,733,734,2,118,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,1541.953867625183648
1088,615,,,,,,,,696,733,734,2,118,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,1541.953867625183648
1089,615,,,,,,,,696,733,734,2,118,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,1541.953867625183648
1090,617,,,,,,,,698,736,733,2,118,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,375.233739107709880
1091,617,,,,,,,,698,736,733,2,118,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,375.233739107709880
1092,617,,,,,,,,698,736,733,2,118,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,375.233739107709880
1093,617,,,,,,,,698,736,733,2,118,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,375.233739107709880
1094,617,,,,,,,,698,736,733,2,118,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,375.233739107709880
1095,627,,,,,,,,708,745,746,1,115,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,149.242572978122155
1096,627,,,,,,,,708,745,746,1,115,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,149.242572978122155
1097,627,,,,,,,,708,745,746,1,115,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,149.242572978122155
1098,627,,,,,,,,708,745,746,1,115,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,149.242572978122155
1099,627,,,,,,,,708,745,746,1,115,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,149.242572978122155
1100,628,,,,,,,,710,747,736,1,115,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,1157.855108991282350
1101,628,,,,,,,,710,747,736,1,115,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,1157.855108991282350
1102,628,,,,,,,,710,747,736,1,115,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,1157.855108991282350
1103,628,,,,,,,,710,747,736,1,115,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,1157.855108991282350
1104,628,,,,,,,,710,747,736,1,115,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,1157.855108991282350
1105,629,,,,,,,,711,748,736,2,118,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,784.341969347354166
1106,629,,,,,,,,711,748,736,2,118,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,784.341969347354166
1107,629,,,,,,,,711,748,736,2,118,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,784.341969347354166
1108,629,,,,,,,,711,748,736,2,118,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,784.341969347354166
1109,629,,,,,,,,711,748,736,2,118,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,784.341969347354166
1110,658,,,,,,,,744,784,748,1,116,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,342.450433643858048
1111,658,,,,,,,,744,784,748,1,116,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,342.450433643858048
1112,658,,,,,,,,744,784,748,1,116,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,342.450433643858048
1113,658,,,,,,,,744,784,748,1,116,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,342.450433643858048
1114,658,,,,,,,,744,784,748,1,116,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,342.450433643858048
1115,682,,,,,,,,769,810,811,1,119,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,206.906738591807283
1116,682,,,,,,,,769,810,811,1,119,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,206.906738591807283
1117,682,,,,,,,,769,810,811,1,119,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,206.906738591807283
1118,682,,,,,,,,769,810,811,1,119,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,206.906738591807283
1119,682,,,,,,,,769,810,811,1,119,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,206.906738591807283
1120,683,,,,,,,,771,812,733,1,119,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,511.152936869827499
1121,683,,,,,,,,771,812,733,1,119,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,511.152936869827499
1122,683,,,,,,,,771,812,733,1,119,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,511.152936869827499
1123,683,,,,,,,,771,812,733,1,119,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,511.152936869827499
1124,683,,,,,,,,771,812,733,1,119,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,511.152936869827499
1125,688,,,,,,,,776,817,818,1,117,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,162.610670725643047
1126,688,,,,,,,,776,817,818,1,117,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,162.610670725643047
1127,688,,,,,,,,776,817,818,1,117,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,162.610670725643047
1128,688,,,,,,,,776,817,818,1,117,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,162.610670725643047
1129,688,,,,,,,,776,817,818,1,117,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,162.610670725643047
1130,689,,,,,,,,777,819,820,1,117,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,334.015521495743087
1131,689,,,,,,,,777,819,820,1,117,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,334.015521495743087
1132,689,,,,,,,,777,819,820,1,117,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,334.015521495743087
1133,689,,,,,,,,777,819,820,1,117,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,334.015521495743087
1134,689,,,,,,,,777,819,820,1,117,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,334.015521495743087
1135,690,,,,,,,,779,821,822,1,117,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,82.381122889370289
1136,690,,,,,,,,779,821,822,1,117,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,82.381122889370289
1137,690,,,,,,,,779,821,822,1,117,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,82.381122889370289
1138,690,,,,,,,,779,821,822,1,117,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,82.381122889370289
1139,690,,,,,,,,779,821,822,1,117,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,82.381122889370289
1140,691,,,,,,,,782,823,824,1,117,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,1226.607409110036997
1141,691,,,,,,,,782,823,824,1,117,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,1226.607409110036997
1142,691,,,,,,,,782,823,824,1,117,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,1226.607409110036997
1143,691,,,,,,,,782,823,824,1,117,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,1226.607409110036997
1144,691,,,,,,,,782,823,824,1,117,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,1226.607409110036997
1145,692,,,,,,,,784,825,748,1,117,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,79.000790968005518
1146,692,,,,,,,,784,825,748,1,117,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,79.000790968005518
1147,692,,,,,,,,784,825,748,1,117,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,79.000790968005518
1148,692,,,,,,,,784,825,748,1,117,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,79.000790968005518
1149,692,,,,,,,,784,825,748,1,117,0.000000000000000,0.000000000000000,83,,siteSC-7B,,Y,79.000790968005518
1150,753,,,,,,,,849,897,898,1,792,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,92.267879293981920
1151,753,,,,,,,,849,897,898,1,792,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,92.267879293981920
1152,753,,,,,,,,849,897,898,1,792,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,92.267879293981920
1153,753,,,,,,,,849,897,898,1,792,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,92.267879293981920
1154,753,,,,,,,,849,897,898,1,792,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,92.267879293981920
1155,754,,,,,,,,851,899,900,1,792,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,239.794960794617054
1156,754,,,,,,,,851,899,900,1,792,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,239.794960794617054
1157,754,,,,,,,,851,899,900,1,792,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,239.794960794617054
1158,754,,,,,,,,851,899,900,1,792,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,239.794960794617054
1159,754,,,,,,,,851,899,900,1,792,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,239.794960794617054
1160,755,,,,,,,,852,901,900,1,793,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,258.231743947214056
1161,755,,,,,,,,852,901,900,1,793,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,258.231743947214056
1162,755,,,,,,,,852,901,900,1,793,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,258.231743947214056
1163,755,,,,,,,,852,901,900,1,793,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,258.231743947214056
1164,755,,,,,,,,852,901,900,1,793,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,258.231743947214056
1165,773,,,,,,,,870,917,918,3,814,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,69.710917164554161
1166,773,,,,,,,,870,917,918,3,814,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,69.710917164554161
1167,773,,,,,,,,870,917,918,3,814,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,69.710917164554161
1168,773,,,,,,,,870,917,918,3,814,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,69.710917164554161
1169,773,,,,,,,,870,917,918,3,814,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,69.710917164554161
1170,784,,,,,,,,881,900,929,2,794,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,465.375864086548461
1171,784,,,,,,,,881,900,929,2,794,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,465.375864086548461
1172,784,,,,,,,,881,900,929,2,794,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,465.375864086548461
1173,784,,,,,,,,881,900,929,2,794,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,465.375864086548461
1174,784,,,,,,,,881,900,929,2,794,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,465.375864086548461
1175,785,,,,,,,,882,929,917,3,814,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,971.999381015832796
1176,785,,,,,,,,882,929,917,3,814,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,971.999381015832796
1177,785,,,,,,,,882,929,917,3,814,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,971.999381015832796
1178,785,,,,,,,,882,929,917,3,814,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,971.999381015832796
1179,785,,,,,,,,882,929,917,3,814,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,971.999381015832796
1180,790,,,,,,,,887,934,935,1,797,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,14.560893885949111
1181,790,,,,,,,,887,934,935,1,797,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,14.560893885949111
1182,790,,,,,,,,887,934,935,1,797,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,14.560893885949111
1183,790,,,,,,,,887,934,935,1,797,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,14.560893885949111
1184,790,,,,,,,,887,934,935,1,797,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,14.560893885949111
1185,791,,,,,,,,888,936,937,1,797,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,276.364114999145897
1186,791,,,,,,,,888,936,937,1,797,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,276.364114999145897
1187,791,,,,,,,,888,936,937,1,797,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,276.364114999145897
1188,791,,,,,,,,888,936,937,1,797,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,276.364114999145897
1189,791,,,,,,,,888,936,937,1,797,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,276.364114999145897
1190,792,,,,,,,,890,939,938,1,797,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,433.831740739191844
1191,792,,,,,,,,890,939,938,1,797,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,433.831740739191844
1192,792,,,,,,,,890,939,938,1,797,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,433.831740739191844
1193,792,,,,,,,,890,939,938,1,797,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,433.831740739191844
1194,792,,,,,,,,890,939,938,1,797,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,433.831740739191844
1195,796,,,,,,,,898,947,937,1,798,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,104.624165180576682
1196,796,,,,,,,,898,947,937,1,798,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,104.624165180576682
1197,796,,,,,,,,898,947,937,1,798,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,104.624165180576682
1198,796,,,,,,,,898,947,937,1,798,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,104.624165180576682
1199,796,,,,,,,,898,947,937,1,798,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,104.624165180576682
1200,797,,,,,,,,900,946,948,1,798,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,184.769140642262556
1201,797,,,,,,,,900,946,948,1,798,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,184.769140642262556
1202,797,,,,,,,,900,946,948,1,798,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,184.769140642262556
1203,797,,,,,,,,900,946,948,1,798,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,184.769140642262556
1204,797,,,,,,,,900,946,948,1,798,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,184.769140642262556
1205,798,,,,,,,,901,949,929,3,814,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,390.705041104005943
1206,798,,,,,,,,901,949,929,3,814,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,390.705041104005943
1207,798,,,,,,,,901,949,929,3,814,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,390.705041104005943
1208,798,,,,,,,,901,949,929,3,814,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,390.705041104005943
1209,798,,,,,,,,901,949,929,3,814,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,390.705041104005943
1210,803,,,,,,,,906,937,954,2,799,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,47.220274129200099
1211,803,,,,,,,,906,937,954,2,799,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,47.220274129200099
1212,803,,,,,,,,906,937,954,2,799,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,47.220274129200099
1213,803,,,,,,,,906,937,954,2,799,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,47.220274129200099
1214,803,,,,,,,,906,937,954,2,799,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,47.220274129200099
1215,804,,,,,,,,907,955,956,2,799,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,614.666988610069666
1216,804,,,,,,,,907,955,956,2,799,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,614.666988610069666
1217,804,,,,,,,,907,955,956,2,799,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,614.666988610069666
1218,804,,,,,,,,907,955,956,2,799,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,614.666988610069666
1219,804,,,,,,,,907,955,956,2,799,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,614.666988610069666
1220,806,,,,,,,,911,956,959,3,814,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,173.299027741964039
1221,806,,,,,,,,911,956,959,3,814,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,173.299027741964039
1222,806,,,,,,,,911,956,959,3,814,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,173.299027741964039
1223,806,,,,,,,,911,956,959,3,814,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,173.299027741964039
1224,806,,,,,,,,911,956,959,3,814,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,173.299027741964039
1225,807,,,,,,,,912,960,961,1,815,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,166.799048296847047
1226,807,,,,,,,,912,960,961,1,815,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,166.799048296847047
1227,807,,,,,,,,912,960,961,1,815,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,166.799048296847047
1228,807,,,,,,,,912,960,961,1,815,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,166.799048296847047
1229,807,,,,,,,,912,960,961,1,815,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,166.799048296847047
1230,808,,,,,,,,913,962,959,1,815,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,1011.582897058876597
1231,808,,,,,,,,913,962,959,1,815,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,1011.582897058876597
1232,808,,,,,,,,913,962,959,1,815,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,1011.582897058876597
1233,808,,,,,,,,913,962,959,1,815,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,1011.582897058876597
1234,808,,,,,,,,913,962,959,1,815,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,1011.582897058876597
1235,809,,,,,,,,915,963,964,1,788,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,4727.209902599692214
1236,809,,,,,,,,915,963,964,1,788,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,4727.209902599692214
1237,809,,,,,,,,915,963,964,1,788,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,4727.209902599692214
1238,809,,,,,,,,915,963,964,1,788,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,4727.209902599692214
1239,809,,,,,,,,915,963,964,1,788,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,4727.209902599692214
1240,811,,1,2,,,,,917,964,966,4,909,17.000000000000000,8.000000000000000,55,,siteDC-4,,Y,33.860260886424072
1241,811,,1,2,,,,,917,964,966,4,909,17.000000000000000,8.000000000000000,57,,SC-8B,,Y,33.860260886424072
1242,811,,1,2,,,,,917,964,966,4,909,17.000000000000000,8.000000000000000,59,,siteSC-9A,,Y,33.860260886424072
1243,811,,1,2,,,,,917,964,966,4,909,17.000000000000000,8.000000000000000,60,,siteSCoutlet170710,,Y,33.860260886424072
1244,811,,1,2,,,,,917,964,966,4,909,17.000000000000000,8.000000000000000,61,,siteSCoutlet170807,,Y,33.860260886424072
1245,820,,,,,,,,926,918,976,3,814,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,1081.486467402841072
1246,820,,,,,,,,926,918,976,3,814,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,1081.486467402841072
1247,820,,,,,,,,926,918,976,3,814,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,1081.486467402841072
1248,820,,,,,,,,926,918,976,3,814,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,1081.486467402841072
1249,820,,,,,,,,926,918,976,3,814,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,1081.486467402841072
1250,821,,1,2,,,,,927,966,977,4,909,17.000000000000000,8.000000000000000,55,,siteDC-4,,Y,1128.750901967703157
1251,821,,1,2,,,,,927,966,977,4,909,17.000000000000000,8.000000000000000,57,,SC-8B,,Y,1128.750901967703157
1252,821,,1,2,,,,,927,966,977,4,909,17.000000000000000,8.000000000000000,59,,siteSC-9A,,Y,1128.750901967703157
1253,821,,1,2,,,,,927,966,977,4,909,17.000000000000000,8.000000000000000,60,,siteSCoutlet170710,,Y,1128.750901967703157
1254,821,,1,2,,,,,927,966,977,4,909,17.000000000000000,8.000000000000000,61,,siteSCoutlet170807,,Y,1128.750901967703157
1255,829,,,,,,,,936,988,989,1,795,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,655.251303635957697
1256,829,,,,,,,,936,988,989,1,795,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,655.251303635957697
1257,829,,,,,,,,936,988,989,1,795,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,655.251303635957697
1258,829,,,,,,,,936,988,989,1,795,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,655.251303635957697
1259,829,,,,,,,,936,988,989,1,795,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,655.251303635957697
1260,830,,,,,,,,937,990,976,2,825,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,348.616962312620444
1261,830,,,,,,,,937,990,976,2,825,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,348.616962312620444
1262,830,,,,,,,,937,990,976,2,825,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,348.616962312620444
1263,830,,,,,,,,937,990,976,2,825,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,348.616962312620444
1264,830,,,,,,,,937,990,976,2,825,0.000000000000000,0.000000000000000,61,,siteSCoutlet170807,,Y,348.616962312620444
1265,834,,,,,,,,941,993,994,3,814,0.000000000000000,0.000000000000000,55,,siteDC-4,,Y,103.585322241049937
1266,834,,,,,,,,941,993,994,3,814,0.000000000000000,0.000000000000000,57,,SC-8B,,Y,103.585322241049937
1267,834,,,,,,,,941,993,994,3,814,0.000000000000000,0.000000000000000,59,,siteSC-9A,,Y,103.585322241049937
1268,834,,,,,,,,941,993,994,3,814,0.000000000000000,0.000000000000000,60,,siteSCoutlet170710,,Y,103.585322241049937
