"","Date","site","TIMESTAMP","RECORD","SM10cm","SM25cm","AirTinst48","AirTavg48","RainTot48","SM10cm48","SM25cm48","SWRad48","LWRad48","RadTot48","WindSpd48","WindDir48"
"1","2017-07-10","SC Outlet","2017-07-10 16:00:00",3775,0.184,0.323,16.0629166666667,16.1297916666667,0,0.184854166666667,0.325270833333333,221.283125,-65.0529166666667,156.226354166667,2.947125,129.645833333333
"2","2017-07-12","27","2017-07-12 12:00:00",3819,0.188,0.322,14.7926874791667,14.8540208333333,0,0.185,0.322125,223.967708333333,-61.1416666666667,162.8255833125,3.0411875,128.958333333333
"3","2017-07-12","48","2017-07-12 14:00:00",3821,0.187,0.321,14.5447708125,14.6058958333333,0,0.1850625,0.322,218.219791666667,-60.0460416666667,158.173499979167,3.04802083333333,128.785416666667
"4","2017-07-13","13","2017-07-13 11:00:00",3842,0.188,0.321,12.6794166666667,12.6585416875,0,0.1856875,0.321083333333333,216.380562497708,-66.37625,149.995874979167,2.47995833333333,116.775833333333
"5","2017-07-14","26","2017-07-14 12:00:00",3867,0.185,0.318,15.0521458541667,14.9513958541667,0,0.185541666666667,0.319458333333333,232.199520831042,-73.02375,159.162583333333,1.49704166875,187.677916666667
"6","2017-07-14","30","2017-07-14 13:00:00",3868,0.185,0.317,15.2625625208333,15.1620208541667,0,0.185479166666667,0.319375,236.516187497708,-74.06625,162.437583333333,1.46118750208333,185.504166666667
"7","2017-07-15","42","2017-07-15 11:00:00",3890,0.185,0.315,19.1995833333333,19.13,0,0.184104166666667,0.316479166666667,244.6371875,-76.058125,168.570708333333,1.28445834375,222.162770833333
"8","2017-07-15","53","2017-07-15 13:00:00",3892,0.184,0.314,19.4285416666667,19.38625,0,0.183958333333333,0.316208333333333,241.797604166667,-75.9183333333333,165.870708333333,1.25970834375,222.4794375
"9","2017-07-17","0","2017-07-17 15:00:00",3942,0.185,0.312,11.6995624583333,11.7291249583333,0.4,0.185395833333333,0.313520833333333,137.327104166667,-24.1012708541667,113.227270833333,1.32010417083333,145.93
"10","2017-07-17","6","2017-07-17 12:00:00",3939,0.187,0.314,11.9845624583333,12.0397499583333,0.4,0.185229166666667,0.313541666666667,133.052104166667,-24.4018958541667,108.652270833333,1.3253958375,136.863333333333
"11","2017-07-17","9-alt","2017-07-17 11:00:00",3938,0.188,0.314,12.1516457916667,12.227041625,0.4,0.185166666666667,0.3135625,133.0166875,-25.0498125208333,107.9689375,1.31925000416667,133.19875
"12","2017-07-20","23","2017-07-20 12:00:00",4011,0.182,0.305,18.4852083333333,18.3964583333333,0,0.182458333333333,0.307854166666667,228.615604147917,-59.7787497916667,168.835541666667,1.29747917083333,216.428041666667
"13","2017-07-20","24","2017-07-20 13:00:00",4012,0.181,0.305,18.6177083333333,18.5241666666667,0,0.182395833333333,0.307708333333333,228.263520814583,-59.830833125,168.431375,1.31868750416667,220.011375
"14","2017-07-20","29","2017-07-20 16:00:00",4015,0.179,0.303,19.1216666666667,18.9614583333333,0,0.182166666666667,0.307333333333333,226.534354147917,-60.839583125,165.698041666667,1.34475000416667,223.756229166667
