OID_,FID_allslumpsclippedtowatershed,FID_Peel_Slumps_2016,OBJECTID,SHAPE_Leng,SLUMP_ID,STATUS,GEOMORPH,SECONDARY,CONNECTIVI,RIPARIAN,NOTES,IMAGE_SOUR,IMAGE_DATE,FID_rts_delineations_stony_sarahaddCB,FID_rts_delineations_stony,OBJECTID_1,SHAPE_Leng_1,SLUMP_ID_1,STATUS_1,GEOMORPH_1,SECONDARY_1,CONNECTIVI_1,RIPARIAN_1,NOTES_1,IMAGE_SOUR_1,IMAGE_DATE_1,mapped,FID_Peel_Slumps_2016_CB,OBJECTID_12,SHAPE_Leng_12,SLUMP_ID_12,STATUS_12,GEOMORPH_12,SECONDARY_12,CONNECTIVI_12,RIPARIAN_12,NOTES_12,IMAGE_SOUR_12,IMAGE_DATE_12,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name,WatershedArea,LakeAddCheck,Shape_Length,Shape_Area
410,89,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,103,103,0,0.000000000000000,100005,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,460.843594323013576,11829.657728769585447
411,89,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,103,103,0,0.000000000000000,100005,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,460.843594323013576,11829.657728769585447
412,89,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,103,103,0,0.000000000000000,100005,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,80,,siteSC-6B,,Y,460.843594323013576,11829.657728769585447
413,89,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,103,103,0,0.000000000000000,100005,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,460.843594323013576,11829.657728769585447
414,90,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,104,104,0,0.000000000000000,100006,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,434.820732055577253,10369.225594467927294
415,90,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,104,104,0,0.000000000000000,100006,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,434.820732055577253,10369.225594467927294
416,90,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,104,104,0,0.000000000000000,100006,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,434.820732055577253,10369.225594467927294
417,90,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,104,104,0,0.000000000000000,100006,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,434.820732055577253,10369.225594467927294
418,90,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,104,104,0,0.000000000000000,100006,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,80,,siteSC-6B,,Y,434.820732055577253,10369.225594467927294
419,90,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,104,104,0,0.000000000000000,100006,1,0,0,1,0,"Added by Scott Zolkos, using Sentinel-2 MS imagery dated 2017-06-15",0,0,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,434.820732055577253,10369.225594467927294
420,159,99,170,288.001327385000025,101,1,1,0,1,0, ,1,2,63,63,170,288.001327385000025,101,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,51,,site10,,Y,288.001327385327613,4592.857118780556448
421,159,99,170,288.001327385000025,101,1,1,0,1,0, ,1,2,63,63,170,288.001327385000025,101,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,55,,siteDC-4,,Y,288.001327385327613,4592.857118780556448
422,159,99,170,288.001327385000025,101,1,1,0,1,0, ,1,2,63,63,170,288.001327385000025,101,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,288.001327385327613,4592.857118780556448
423,159,99,170,288.001327385000025,101,1,1,0,1,0, ,1,2,63,63,170,288.001327385000025,101,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,288.001327385327613,4592.857118780556448
424,159,99,170,288.001327385000025,101,1,1,0,1,0, ,1,2,63,63,170,288.001327385000025,101,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,288.001327385327613,4592.857118780556448
425,159,99,170,288.001327385000025,101,1,1,0,1,0, ,1,2,63,63,170,288.001327385000025,101,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,288.001327385327613,4592.857118780556448
426,160,100,171,817.271048936000057,102,1,1,0,1,0, ,1,2,64,64,171,817.271048936000057,102,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,51,,site10,,Y,817.271048936328611,26002.778209468942805
427,160,100,171,817.271048936000057,102,1,1,0,1,0, ,1,2,64,64,171,817.271048936000057,102,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,55,,siteDC-4,,Y,817.271048936328611,26002.778209468942805
428,160,100,171,817.271048936000057,102,1,1,0,1,0, ,1,2,64,64,171,817.271048936000057,102,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,817.271048936328611,26002.778209468942805
429,160,100,171,817.271048936000057,102,1,1,0,1,0, ,1,2,64,64,171,817.271048936000057,102,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,817.271048936328611,26002.778209468942805
430,160,100,171,817.271048936000057,102,1,1,0,1,0, ,1,2,64,64,171,817.271048936000057,102,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,817.271048936328611,26002.778209468942805
431,160,100,171,817.271048936000057,102,1,1,0,1,0, ,1,2,64,64,171,817.271048936000057,102,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,817.271048936328611,26002.778209468942805
432,161,103,174,299.882333309999979,105,1,1,0,1,0, ,1,2,65,65,174,299.882333309999979,105,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,51,,site10,,Y,299.882333310460922,2931.006657418639406
433,161,103,174,299.882333309999979,105,1,1,0,1,0, ,1,2,65,65,174,299.882333309999979,105,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,55,,siteDC-4,,Y,299.882333310460922,2931.006657418639406
434,161,103,174,299.882333309999979,105,1,1,0,1,0, ,1,2,65,65,174,299.882333309999979,105,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,299.882333310460922,2931.006657418639406
435,161,103,174,299.882333309999979,105,1,1,0,1,0, ,1,2,65,65,174,299.882333309999979,105,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,299.882333310460922,2931.006657418639406
436,161,103,174,299.882333309999979,105,1,1,0,1,0, ,1,2,65,65,174,299.882333309999979,105,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,299.882333310460922,2931.006657418639406
437,161,103,174,299.882333309999979,105,1,1,0,1,0, ,1,2,65,65,174,299.882333309999979,105,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,299.882333310460922,2931.006657418639406
438,162,104,178,801.285367873000041,106,1,1,0,1,0, ,1,2,66,66,178,801.285367873000041,106,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,51,,site10,,Y,801.285367872664551,23019.267370689391100
439,162,104,178,801.285367873000041,106,1,1,0,1,0, ,1,2,66,66,178,801.285367873000041,106,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,55,,siteDC-4,,Y,801.285367872664551,23019.267370689391100
440,162,104,178,801.285367873000041,106,1,1,0,1,0, ,1,2,66,66,178,801.285367873000041,106,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,801.285367872664551,23019.267370689391100
441,162,104,178,801.285367873000041,106,1,1,0,1,0, ,1,2,66,66,178,801.285367873000041,106,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,801.285367872664551,23019.267370689391100
442,162,104,178,801.285367873000041,106,1,1,0,1,0, ,1,2,66,66,178,801.285367873000041,106,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,801.285367872664551,23019.267370689391100
443,162,104,178,801.285367873000041,106,1,1,0,1,0, ,1,2,66,66,178,801.285367873000041,106,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,801.285367872664551,23019.267370689391100
444,163,105,179,965.588325966999946,107,1,1,0,1,0, ,1,2,111,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,0,1,179,965.588325966999946,107,1,1,0,1,0, ,1,2,14,,SDDNTS100150704,,Y,19.541576910640202,7.405693329409067
445,163,105,179,965.588325966999946,107,1,1,0,1,0, ,1,2,111,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,0,1,179,965.588325966999946,107,1,1,0,1,0, ,1,2,15,,SDDNTS200150704,,Y,19.541576910640202,7.405693329409067
446,163,105,179,965.588325966999946,107,1,1,0,1,0, ,1,2,111,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,0,1,179,965.588325966999946,107,1,1,0,1,0, ,1,2,16,,SDDNTS300150704,,Y,19.541576910640202,7.405693329409067
447,163,105,179,965.588325966999946,107,1,1,0,1,0, ,1,2,111,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,0,1,179,965.588325966999946,107,1,1,0,1,0, ,1,2,17,,SDDNTS400150704,,Y,19.541576910640202,7.405693329409067
448,163,105,179,965.588325966999946,107,1,1,0,1,0, ,1,2,111,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,0,1,179,965.588325966999946,107,1,1,0,1,0, ,1,2,46,,S3INTSINFLOW3160730,,Y,19.541576910640202,7.405693329409067
449,163,105,179,965.588325966999946,107,1,1,0,1,0, ,1,2,111,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,0,1,179,965.588325966999946,107,1,1,0,1,0, ,1,2,47,,S3DNTS7160730,,Y,19.541576910640202,7.405693329409067
450,166,143,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,69,69,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,584.673522174444770,9600.861401181095061
451,166,143,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,69,69,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,584.673522174444770,9600.861401181095061
452,166,143,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,69,69,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,584.673522174444770,9600.861401181095061
453,166,143,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,69,69,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,584.673522174444770,9600.861401181095061
454,166,143,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,69,69,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,80,,siteSC-6B,,Y,584.673522174444770,9600.861401181095061
455,166,143,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,69,69,233,1202.247298439999895,145,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,584.673522174444770,9600.861401181095061
456,167,144,234,686.905427420000024,146,1,1,0,1,0, ,1,2,70,70,234,686.905427420000024,146,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,686.905427420082333,14651.047862366556728
457,167,144,234,686.905427420000024,146,1,1,0,1,0, ,1,2,70,70,234,686.905427420000024,146,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,686.905427420082333,14651.047862366556728
458,167,144,234,686.905427420000024,146,1,1,0,1,0, ,1,2,70,70,234,686.905427420000024,146,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,686.905427420082333,14651.047862366556728
459,167,144,234,686.905427420000024,146,1,1,0,1,0, ,1,2,70,70,234,686.905427420000024,146,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,686.905427420082333,14651.047862366556728
460,167,144,234,686.905427420000024,146,1,1,0,1,0, ,1,2,70,70,234,686.905427420000024,146,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,80,,siteSC-6B,,Y,686.905427420082333,14651.047862366556728
461,167,144,234,686.905427420000024,146,1,1,0,1,0, ,1,2,70,70,234,686.905427420000024,146,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,686.905427420082333,14651.047862366556728
462,172,162,257,502.698585341000012,164,1,2,0,1,0, ,1,2,75,75,257,502.698585341000012,164,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,51,,site10,,Y,502.698585341151897,12600.614449538425106
463,172,162,257,502.698585341000012,164,1,2,0,1,0, ,1,2,75,75,257,502.698585341000012,164,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,55,,siteDC-4,,Y,502.698585341151897,12600.614449538425106
464,172,162,257,502.698585341000012,164,1,2,0,1,0, ,1,2,75,75,257,502.698585341000012,164,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,502.698585341151897,12600.614449538425106
465,172,162,257,502.698585341000012,164,1,2,0,1,0, ,1,2,75,75,257,502.698585341000012,164,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,502.698585341151897,12600.614449538425106
466,172,162,257,502.698585341000012,164,1,2,0,1,0, ,1,2,75,75,257,502.698585341000012,164,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,502.698585341151897,12600.614449538425106
467,172,162,257,502.698585341000012,164,1,2,0,1,0, ,1,2,75,75,257,502.698585341000012,164,1,2,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,502.698585341151897,12600.614449538425106
468,174,169,266,534.072258240999986,171,1,1,0,1,0, ,1,2,77,77,266,534.072258240999986,171,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,534.072258241373561,10678.399939606288171
469,174,169,266,534.072258240999986,171,1,1,0,1,0, ,1,2,77,77,266,534.072258240999986,171,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,534.072258241373561,10678.399939606288171
470,174,169,266,534.072258240999986,171,1,1,0,1,0, ,1,2,77,77,266,534.072258240999986,171,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,534.072258241373561,10678.399939606288171
471,174,169,266,534.072258240999986,171,1,1,0,1,0, ,1,2,77,77,266,534.072258240999986,171,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,534.072258241373561,10678.399939606288171
472,174,169,266,534.072258240999986,171,1,1,0,1,0, ,1,2,77,77,266,534.072258240999986,171,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,80,,siteSC-6B,,Y,534.072258241373561,10678.399939606288171
473,174,169,266,534.072258240999986,171,1,1,0,1,0, ,1,2,77,77,266,534.072258240999986,171,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,534.072258241373561,10678.399939606288171
474,175,172,271,363.758361234999995,174,1,1,0,1,0, ,1,2,78,78,271,363.758361234999995,174,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,363.758361234818722,4443.479932140349774
475,175,172,271,363.758361234999995,174,1,1,0,1,0, ,1,2,78,78,271,363.758361234999995,174,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,363.758361234818722,4443.479932140349774
476,175,172,271,363.758361234999995,174,1,1,0,1,0, ,1,2,78,78,271,363.758361234999995,174,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,363.758361234818722,4443.479932140349774
477,175,172,271,363.758361234999995,174,1,1,0,1,0, ,1,2,78,78,271,363.758361234999995,174,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,363.758361234818722,4443.479932140349774
478,175,172,271,363.758361234999995,174,1,1,0,1,0, ,1,2,78,78,271,363.758361234999995,174,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,81,,site9alt,,Y,363.758361234818722,4443.479932140349774
479,175,172,271,363.758361234999995,174,1,1,0,1,0, ,1,2,78,78,271,363.758361234999995,174,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,363.758361234818722,4443.479932140349774
480,176,173,272,416.379275726999992,175,1,1,0,1,0, ,1,2,79,79,272,416.379275726999992,175,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,416.379275727431548,7592.140005636352726
481,176,173,272,416.379275726999992,175,1,1,0,1,0, ,1,2,79,79,272,416.379275726999992,175,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,416.379275727431548,7592.140005636352726
482,176,173,272,416.379275726999992,175,1,1,0,1,0, ,1,2,79,79,272,416.379275726999992,175,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,416.379275727431548,7592.140005636352726
483,176,173,272,416.379275726999992,175,1,1,0,1,0, ,1,2,79,79,272,416.379275726999992,175,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,416.379275727431548,7592.140005636352726
484,176,173,272,416.379275726999992,175,1,1,0,1,0, ,1,2,79,79,272,416.379275726999992,175,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,81,,site9alt,,Y,416.379275727431548,7592.140005636352726
485,176,173,272,416.379275726999992,175,1,1,0,1,0, ,1,2,79,79,272,416.379275726999992,175,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,416.379275727431548,7592.140005636352726
486,177,174,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,80,80,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,875.386603517876551,22028.924008310557838
487,177,174,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,80,80,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,875.386603517876551,22028.924008310557838
488,177,174,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,80,80,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,875.386603517876551,22028.924008310557838
489,177,174,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,80,80,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,875.386603517876551,22028.924008310557838
490,177,174,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,80,80,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,81,,site9alt,,Y,875.386603517876551,22028.924008310557838
491,177,174,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,80,80,274,875.386603518000015,176,1,1,0,1,0,Stream flow dammed by debris tongue,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,875.386603517876551,22028.924008310557838
492,178,176,278,313.982310582000025,178,1,1,0,1,0, ,1,2,81,81,278,313.982310582000025,178,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,313.982310581729791,3930.516193561538785
493,178,176,278,313.982310582000025,178,1,1,0,1,0, ,1,2,81,81,278,313.982310582000025,178,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,313.982310581729791,3930.516193561538785
494,178,176,278,313.982310582000025,178,1,1,0,1,0, ,1,2,81,81,278,313.982310582000025,178,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,313.982310581729791,3930.516193561538785
495,178,176,278,313.982310582000025,178,1,1,0,1,0, ,1,2,81,81,278,313.982310582000025,178,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,313.982310581729791,3930.516193561538785
496,178,176,278,313.982310582000025,178,1,1,0,1,0, ,1,2,81,81,278,313.982310582000025,178,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,81,,site9alt,,Y,313.982310581729791,3930.516193561538785
497,178,176,278,313.982310582000025,178,1,1,0,1,0, ,1,2,81,81,278,313.982310582000025,178,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,313.982310581729791,3930.516193561538785
498,179,177,279,717.561806745000013,179,1,1,0,1,0, ,1,2,82,82,279,717.561806745000013,179,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,717.561806745057197,11149.467830991517985
499,179,177,279,717.561806745000013,179,1,1,0,1,0, ,1,2,82,82,279,717.561806745000013,179,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,717.561806745057197,11149.467830991517985
500,179,177,279,717.561806745000013,179,1,1,0,1,0, ,1,2,82,82,279,717.561806745000013,179,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,717.561806745057197,11149.467830991517985
501,179,177,279,717.561806745000013,179,1,1,0,1,0, ,1,2,82,82,279,717.561806745000013,179,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,61,,siteSCoutlet170807,,Y,717.561806745057197,11149.467830991517985
502,179,177,279,717.561806745000013,179,1,1,0,1,0, ,1,2,82,82,279,717.561806745000013,179,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,81,,site9alt,,Y,717.561806745057197,11149.467830991517985
503,179,177,279,717.561806745000013,179,1,1,0,1,0, ,1,2,82,82,279,717.561806745000013,179,1,1,0,1,0, ,1,2,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,83,,siteSC-7B,,Y,717.561806745057197,11149.467830991517985
504,182,183,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,85,85,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,54,,siteDC-3,,Y,3776.406383357330014,160647.604697469010716
505,182,183,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,85,85,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,55,,siteDC-4,,Y,3776.406383357330014,160647.604697469010716
506,182,183,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,85,85,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,57,,SC-8B,,Y,3776.406383357330014,160647.604697469010716
507,182,183,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,85,85,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,59,,siteSC-9A,,Y,3776.406383357330014,160647.604697469010716
508,182,183,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,85,85,288,3776.544173260000207,185,1,1,1,1,0, ,1,1,1,-1,0,0.000000000000000,0,0,0,0,0,0,,0,0,60,,siteSCoutlet170710,,Y,3776.406383357330014,160647.604697469010716
