OID_,FID_watercourse_acc_count_jk_nad83zn8,waterbody,impact,type,psuedo,acc_val,distant,count,RivID,Fnode,Tnode,Strahler,Segment,acc,acc_count,FID_revisedsite10wpoly_nad83zn8,HydroID,CREATED,Shape_Length
1,1104,,,,,,,,1246,1298,1285,1,837,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,0.016419817987978
2,1202,,,,,,,,1347,1396,1397,1,840,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,876.942471464047912
3,1203,,,,,,,,1348,1398,1399,1,840,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,95.532292539142304
4,1204,,,,,,,,1351,1401,1399,1,841,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,167.435350000452843
5,1218,,,,,,,,1365,1416,1417,1,843,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,1086.795556878937759
6,1221,,,,,,,,1368,1417,1420,2,845,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,23.225355959416937
7,1261,,1,3,,1,,,1409,1459,1437,4,909,16.000000000000000,7.000000000000000,1,0,2021-10-11 19:02:44,172.899185320073485
8,1263,,,,,,,,1411,1461,1462,2,850,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,454.689467495121107
9,1264,,,,,,,,1412,1463,1462,1,851,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,83.687492093561318
10,1272,,,,,,,,1420,1471,1472,1,847,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,108.590097736485660
11,1273,,,,,,,,1421,1462,1472,2,850,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,128.462107419822445
12,1274,,1,3,,1,,,1422,1473,1459,4,909,8.000000000000000,7.000000000000000,1,0,2021-10-11 19:02:44,382.074930650280464
13,1279,,,,,,,,1427,1399,1478,2,842,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,824.627222499975574
14,1280,,1,3,,1,,,1428,1479,1459,2,960,7.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,194.184893640559920
15,1281,,1,2,,,,,1429,1480,1481,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,80.847178130151903
16,1282,,1,2,,,,,1430,1481,1482,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,170.677600439266513
17,1285,,1,2,,,,,1433,1485,1473,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,786.739968984985353
18,1288,,,,,,,,1436,1488,1489,2,860,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,336.012504697153588
19,1289,,,,,,,,1437,1490,1489,1,861,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,1061.903396732452165
20,1290,,,,,,,,1438,1420,1491,2,845,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,892.905477451182833
21,1292,,1,2,,,,,1440,1482,1493,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,1025.334429069248927
22,1293,,1,2,,,,,1441,1493,1485,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,499.242125898988490
23,1295,,,,,,,,1444,1496,1497,1,858,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,67.782856063253604
24,1296,,,,,,,,1446,1498,1488,1,858,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,2784.533310107859961
25,1297,,1,2,,,,,1447,1499,1491,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,90.996798196207180
26,1305,,1,3,,1,,,1456,1508,1479,2,960,5.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,406.568462013713713
27,1307,,,,,,,,1458,1489,1510,2,860,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,541.766856554254332
28,1308,,,,,,,,1459,1511,1510,1,862,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,782.372864356002765
29,1309,,,,,,,,1460,1512,1485,1,956,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,355.086699182540485
30,1311,,,,,,,,1462,1514,1515,1,855,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,1100.313720243415219
31,1312,,,,,,,,1463,1516,1517,2,854,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,1207.494937942407432
32,1313,,1,3,,1,,,1464,1518,1508,2,960,3.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,131.819865199448031
33,1314,,,,,,,,1465,1472,1519,2,850,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,783.186778976323922
34,1315,,1,2,,,,,1466,1519,1499,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,1363.739920528202674
35,1316,,,,,,,,1468,1521,1499,1,947,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,297.134739078768121
36,1317,,,,,,,,1469,1522,1481,1,948,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,489.408201642028814
