"","Date","site","TIMESTAMP","RECORD","SM10cm","SM25cm","AirTinst96","AirTavg96","RainTot96","SM10cm96","SM25cm96","SWRad96","LWRad96","RadTot96","WindSpd96","WindDir96"
"1","2017-07-10","SC Outlet","2017-07-10 16:00:00",3775,0.184,0.323,19.1617708333333,19.1698958333333,0,0.186489583333333,0.32909375,209.792489583333,-61.8526040625,147.939166666667,2.10127083958333,132.919572895833
"2","2017-07-12","27","2017-07-12 12:00:00",3819,0.188,0.322,15.6897812395833,15.7338854166667,0,0.184947916666667,0.323875,221.425416666667,-63.1559375,158.26763540625,2.93264583541667,133.232291666667
"3","2017-07-12","48","2017-07-12 14:00:00",3821,0.187,0.321,15.4371770729167,15.4991979166667,0,0.184958333333333,0.32371875,218.770208333333,-62.5609375,156.206177072917,2.974395834375,132.076041666667
"4","2017-07-13","13","2017-07-13 11:00:00",3842,0.188,0.321,14.2934583333333,14.3026041770833,0,0.185302083333333,0.322520833333333,219.288260415521,-63.5122916666667,155.769614572917,2.64127083333333,121.993125
"5","2017-07-14","26","2017-07-14 12:00:00",3867,0.185,0.318,14.9224166666667,14.90270834375,0,0.185270833333333,0.320791666666667,228.083614582187,-67.0827083333333,160.994083322917,2.269114584375,158.318125
"6","2017-07-14","30","2017-07-14 13:00:00",3868,0.185,0.317,14.9606458333333,14.94520834375,0,0.18525,0.32071875,228.361739582188,-67.2745833333333,161.08054165625,2.25407291770833,157.257291666667
"7","2017-07-15","42","2017-07-15 11:00:00",3890,0.185,0.315,15.9395,15.89427084375,0,0.184895833333333,0.31878125,230.508874998854,-71.2171875,159.28329165625,1.88220833854167,169.469302083333
"8","2017-07-15","53","2017-07-15 13:00:00",3892,0.184,0.314,16.0860625,16.0543750104167,0,0.184854166666667,0.318604166666667,229.657833332187,-71.6715625,157.97704165625,1.82361458854167,169.56096875
"9","2017-07-17","0","2017-07-17 15:00:00",3942,0.185,0.312,15.6362395625,15.6263333125,0.4,0.184614583333333,0.314729166666667,187.722770833333,-49.88480209375,137.83440625,1.29726042395833,183.731802083333
"10","2017-07-17","6","2017-07-17 12:00:00",3939,0.187,0.314,15.6596770625,15.6616458125,0.4,0.184635416666667,0.314947916666667,188.1800625,-50.1924062604167,137.98440625,1.29501042395833,179.599510416667
