OID_,Name,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
18,SEUP160617,18,24611.000000000000000,5311842.011918020434678,0.000000000000000,118.239425659179688,118.239425659179688,8.146665385098448,10.985454095087826,200497.581792657903861,4.268019199371338,21.172164916992188
19,SEUP150706,19,24689.000000000000000,5328676.910009508021176,0.000000000000000,118.239425659179688,118.239425659179688,8.135260658806560,10.974776775777263,200851.450405275158118,4.267149448394775,21.101987457275396
20,SEDN160725,20,25220.000000000000000,5443283.716247713193297,0.000000000000000,118.239425659179688,118.239425659179688,8.043398940626632,10.903449506452805,202854.521282603673171,4.216907978057861,20.864585494995122
21,SEDN150706,21,25672.000000000000000,5540839.792367616668344,0.000000000000000,118.239425659179688,118.239425659179688,7.987828600408362,10.833055477153342,205063.535829683445627,4.214542150497437,20.557923698425313
22,SEDN160617,22,25822.000000000000000,5573214.596389709040523,0.000000000000000,118.239425659179688,118.239425659179688,7.966438614105734,10.807706592111861,205709.377893438271713,4.215008020401001,20.448153495788596
23,SEDNTS100150706,23,25975.000000000000000,5606236.896492242813110,0.000000000000000,118.239425659179688,118.239425659179688,7.938535551728457,10.784499528998667,206203.460956146649551,4.202593803405762,20.352424240112310
24,SEDNTS100150821,24,26081.000000000000000,5629115.091334520839155,0.000000000000000,118.239425659179688,118.239425659179688,7.929564793721616,10.767153273402382,206810.979385053447913,4.202440261840820,20.288866043090820
25,SEDNTS200150706,25,26282.000000000000000,5672497.328724123537540,0.000000000000000,118.239425659179688,118.239425659179688,7.896243925664590,10.745681921086444,207529.082854316744488,4.176700353622437,20.205529785156259
26,SEDNTS200150821,26,26483.000000000000000,5715879.566113727167249,0.000000000000000,118.239425659179688,118.239425659179688,7.879494988601675,10.718976229377915,208672.665783138159895,4.173219680786133,20.134871673583977
27,SEDNTSA160725,27,26672.000000000000000,5756671.819181562401354,0.000000000000000,118.239425659179688,118.239425659179688,7.854497637946132,10.698273990094997,209495.160999299230753,4.165364265441895,20.123613357543945
28,SEDNTSB160725,28,3674.000000000000000,792966.866514436900616,0.000000000000000,17.702253341674805,17.702253341674805,1.916766920868798,2.167644300943512,7042.201667271963743,1.011621654033661,4.528362512588501
29,SEDNTSC160725,29,30389.000000000000000,6558919.462848999537528,0.000000000000000,118.239425659179688,118.239425659179688,7.134215410997307,10.239720730074280,216801.672124797158176,3.626080513000488,18.190000534057621
30,SEDNTS400150706,30,30473.000000000000000,6577049.353101370856166,0.000000000000000,118.239425659179688,118.239425659179688,7.137492170484631,10.237483415902647,217500.798911178164417,3.624210834503174,18.236494064331048
31,SEDNTS400150821,31,30671.000000000000000,6619784.094410532154143,0.000000000000000,118.239425659179688,118.239425659179688,7.126954582272740,10.228712013615500,218590.823992887191707,3.610574245452881,18.306093215942383
32,SEDNTS600150706,32,31213.000000000000000,6736765.052943690679967,0.000000000000000,118.239425659179688,118.239425659179688,7.099139493967058,10.186608022411299,221585.441025193780661,3.580421209335327,18.186949539184564
33,SEDNTS600150821,33,31300.000000000000000,6755542.439276504330337,0.000000000000000,118.239425659179688,118.239425659179688,7.087022121117209,10.177277787844924,221823.792390968650579,3.567011356353760,18.106043243408209
34,SEDNTS800150706,34,32105.000000000000000,6929287.220861730165780,0.000000000000000,118.239425659179688,118.239425659179688,7.054288913546051,10.146375117871051,226477.945569395960774,3.514415025711060,18.240148925781252
35,SEDNTS800150821,35,32352.000000000000000,6982597.731484775431454,0.000000000000000,118.239425659179688,118.239425659179688,7.032869300917072,10.128285360246975,227527.387623269110918,3.494899868965149,18.202017974853529
36,SEDNTS1000150706,36,32971.000000000000000,7116197.756082607433200,0.000000000000000,118.239425659179688,118.239425659179688,7.023855720619928,10.116670657889793,231583.546964559645858,3.490743398666382,18.211914062500000
37,SEDNTS1000150821,37,33125.000000000000000,7149435.888211955316365,0.000000000000000,118.239425659179688,118.239425659179688,7.028178153039654,10.125888311126731,232808.401319438562496,3.490082502365112,18.275053024291999
